"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: ordinalLoc","Param: randSeed","Param: size"
"perspective.circederivation.DecodeSumBenchmarks.decodeHandwritten:·gc.alloc.rate","avgt",1,30,7185.181428,23.887379,"MB/sec",MIDDLE,1234,22
"perspective.circederivation.DecodeSumBenchmarks.decodeHandwritten:·gc.alloc.rate.norm","avgt",1,30,320.000006,0.000009,"B/op",MIDDLE,1234,22
"perspective.circederivation.DecodeSumBenchmarks.decodeHandwritten:·gc.count","avgt",1,30,1760.000000,NaN,"counts",MIDDLE,1234,22
"perspective.circederivation.DecodeSumBenchmarks.decodeHandwritten:·gc.time","avgt",1,30,2526.000000,NaN,"ms",MIDDLE,1234,22
"perspective.circederivation.DecodeSumBenchmarks.decodeHandwritten","avgt",1,30,42.406194,0.136384,"ns/op",MIDDLE,1234,23
"perspective.circederivation.DecodeSumBenchmarks.decodeHandwritten:·gc.alloc.rate","avgt",1,30,7196.423266,23.093561,"MB/sec",MIDDLE,1234,23
"perspective.circederivation.DecodeSumBenchmarks.decodeHandwritten:·gc.alloc.rate.norm","avgt",1,30,320.000006,0.000009,"B/op",MIDDLE,1234,23
"perspective.circederivation.DecodeSumBenchmarks.decodeHandwritten:·gc.count","avgt",1,30,1764.000000,NaN,"counts",MIDDLE,1234,23
"perspective.circederivation.DecodeSumBenchmarks.decodeHandwritten:·gc.time","avgt",1,30,2561.000000,NaN,"ms",MIDDLE,1234,23
"perspective.circederivation.DecodeSumBenchmarks.decodeHandwritten","avgt",1,30,42.537859,0.236574,"ns/op",MIDDLE,1234,50
"perspective.circederivation.DecodeSumBenchmarks.decodeHandwritten:·gc.alloc.rate","avgt",1,30,7174.462234,39.671606,"MB/sec",MIDDLE,1234,50
"perspective.circederivation.DecodeSumBenchmarks.decodeHandwritten:·gc.alloc.rate.norm","avgt",1,30,320.000006,0.000009,"B/op",MIDDLE,1234,50
"perspective.circederivation.DecodeSumBenchmarks.decodeHandwritten:·gc.count","avgt",1,30,1758.000000,NaN,"counts",MIDDLE,1234,50
"perspective.circederivation.DecodeSumBenchmarks.decodeHandwritten:·gc.time","avgt",1,30,2495.000000,NaN,"ms",MIDDLE,1234,50
"perspective.circederivation.DecodeSumBenchmarks.decodeHandwritten","avgt",1,30,42.583591,0.169975,"ns/op",MIDDLE,1234,75
"perspective.circederivation.DecodeSumBenchmarks.decodeHandwritten:·gc.alloc.rate","avgt",1,30,7166.525406,28.445938,"MB/sec",MIDDLE,1234,75
"perspective.circederivation.DecodeSumBenchmarks.decodeHandwritten:·gc.alloc.rate.norm","avgt",1,30,320.000006,0.000009,"B/op",MIDDLE,1234,75
"perspective.circederivation.DecodeSumBenchmarks.decodeHandwritten:·gc.count","avgt",1,30,1756.000000,NaN,"counts",MIDDLE,1234,75
"perspective.circederivation.DecodeSumBenchmarks.decodeHandwritten:·gc.time","avgt",1,30,2558.000000,NaN,"ms",MIDDLE,1234,75
"perspective.circederivation.DecodeSumBenchmarks.decodeHandwritten","avgt",1,30,42.089443,0.134495,"ns/op",LAST,1234,1
"perspective.circederivation.DecodeSumBenchmarks.decodeHandwritten:·gc.alloc.rate","avgt",1,30,7250.584875,23.097086,"MB/sec",LAST,1234,1
"perspective.circederivation.DecodeSumBenchmarks.decodeHandwritten:·gc.alloc.rate.norm","avgt",1,30,320.000006,0.000009,"B/op",LAST,1234,1
"perspective.circederivation.DecodeSumBenchmarks.decodeHandwritten:·gc.count","avgt",1,30,1775.000000,NaN,"counts",LAST,1234,1
"perspective.circederivation.DecodeSumBenchmarks.decodeHandwritten:·gc.time","avgt",1,30,2541.000000,NaN,"ms",LAST,1234,1
"perspective.circederivation.DecodeSumBenchmarks.decodeHandwritten","avgt",1,30,42.151370,0.209468,"ns/op",LAST,1234,5
"perspective.circederivation.DecodeSumBenchmarks.decodeHandwritten:·gc.alloc.rate","avgt",1,30,7240.151998,36.027096,"MB/sec",LAST,1234,5
"perspective.circederivation.DecodeSumBenchmarks.decodeHandwritten:·gc.alloc.rate.norm","avgt",1,30,320.000006,0.000009,"B/op",LAST,1234,5
"perspective.circederivation.DecodeSumBenchmarks.decodeHandwritten:·gc.count","avgt",1,30,1774.000000,NaN,"counts",LAST,1234,5
"perspective.circederivation.DecodeSumBenchmarks.decodeHandwritten:·gc.time","avgt",1,30,2577.000000,NaN,"ms",LAST,1234,5
"perspective.circederivation.DecodeSumBenchmarks.decodeHandwritten","avgt",1,30,42.035396,0.299819,"ns/op",LAST,1234,10
"perspective.circederivation.DecodeSumBenchmarks.decodeHandwritten:·gc.alloc.rate","avgt",1,30,7260.510902,50.801083,"MB/sec",LAST,1234,10
"perspective.circederivation.DecodeSumBenchmarks.decodeHandwritten:·gc.alloc.rate.norm","avgt",1,30,320.000006,0.000009,"B/op",LAST,1234,10
"perspective.circederivation.DecodeSumBenchmarks.decodeHandwritten:·gc.count","avgt",1,30,1780.000000,NaN,"counts",LAST,1234,10
"perspective.circederivation.DecodeSumBenchmarks.decodeHandwritten:·gc.time","avgt",1,30,2529.000000,NaN,"ms",LAST,1234,10
"perspective.circederivation.DecodeSumBenchmarks.decodeHandwritten","avgt",1,30,42.039610,0.185252,"ns/op",LAST,1234,22
"perspective.circederivation.DecodeSumBenchmarks.decodeHandwritten:·gc.alloc.rate","avgt",1,30,7259.318933,32.208525,"MB/sec",LAST,1234,22
"perspective.circederivation.DecodeSumBenchmarks.decodeHandwritten:·gc.alloc.rate.norm","avgt",1,30,320.000006,0.000009,"B/op",LAST,1234,22
"perspective.circederivation.DecodeSumBenchmarks.decodeHandwritten:·gc.count","avgt",1,30,1779.000000,NaN,"counts",LAST,1234,22
"perspective.circederivation.DecodeSumBenchmarks.decodeHandwritten:·gc.time","avgt",1,30,2505.000000,NaN,"ms",LAST,1234,22
"perspective.circederivation.DecodeSumBenchmarks.decodeHandwritten","avgt",1,30,42.478208,0.439237,"ns/op",LAST,1234,23
"perspective.circederivation.DecodeSumBenchmarks.decodeHandwritten:·gc.alloc.rate","avgt",1,30,7185.710520,73.181390,"MB/sec",LAST,1234,23
"perspective.circederivation.DecodeSumBenchmarks.decodeHandwritten:·gc.alloc.rate.norm","avgt",1,30,320.000006,0.000009,"B/op",LAST,1234,23
"perspective.circederivation.DecodeSumBenchmarks.decodeHandwritten:·gc.count","avgt",1,30,1761.000000,NaN,"counts",LAST,1234,23
"perspective.circederivation.DecodeSumBenchmarks.decodeHandwritten:·gc.time","avgt",1,30,2481.000000,NaN,"ms",LAST,1234,23
"perspective.circederivation.DecodeSumBenchmarks.decodeHandwritten","avgt",1,30,42.019672,0.153431,"ns/op",LAST,1234,50
"perspective.circederivation.DecodeSumBenchmarks.decodeHandwritten:·gc.alloc.rate","avgt",1,30,7262.672638,26.462173,"MB/sec",LAST,1234,50
"perspective.circederivation.DecodeSumBenchmarks.decodeHandwritten:·gc.alloc.rate.norm","avgt",1,30,320.000006,0.000009,"B/op",LAST,1234,50
"perspective.circederivation.DecodeSumBenchmarks.decodeHandwritten:·gc.count","avgt",1,30,1779.000000,NaN,"counts",LAST,1234,50
"perspective.circederivation.DecodeSumBenchmarks.decodeHandwritten:·gc.time","avgt",1,30,2532.000000,NaN,"ms",LAST,1234,50
"perspective.circederivation.DecodeSumBenchmarks.decodeHandwritten","avgt",1,30,42.290851,0.075659,"ns/op",LAST,1234,75
"perspective.circederivation.DecodeSumBenchmarks.decodeHandwritten:·gc.alloc.rate","avgt",1,30,7215.938566,12.928835,"MB/sec",LAST,1234,75
"perspective.circederivation.DecodeSumBenchmarks.decodeHandwritten:·gc.alloc.rate.norm","avgt",1,30,320.000006,0.000009,"B/op",LAST,1234,75
"perspective.circederivation.DecodeSumBenchmarks.decodeHandwritten:·gc.count","avgt",1,30,1768.000000,NaN,"counts",LAST,1234,75
"perspective.circederivation.DecodeSumBenchmarks.decodeHandwritten:·gc.time","avgt",1,30,2555.000000,NaN,"ms",LAST,1234,75
"perspective.circederivation.DecodeSumBenchmarks.decodeMagnolia","avgt",1,30,41.354901,0.105421,"ns/op",FIRST,1234,1
"perspective.circederivation.DecodeSumBenchmarks.decodeMagnolia:·gc.alloc.rate","avgt",1,30,7379.333225,18.836697,"MB/sec",FIRST,1234,1
"perspective.circederivation.DecodeSumBenchmarks.decodeMagnolia:·gc.alloc.rate.norm","avgt",1,30,320.000006,0.000009,"B/op",FIRST,1234,1
"perspective.circederivation.DecodeSumBenchmarks.decodeMagnolia:·gc.count","avgt",1,30,1809.000000,NaN,"counts",FIRST,1234,1
"perspective.circederivation.DecodeSumBenchmarks.decodeMagnolia:·gc.time","avgt",1,30,2597.000000,NaN,"ms",FIRST,1234,1
"perspective.circederivation.DecodeSumBenchmarks.decodeMagnolia","avgt",1,30,41.449776,0.204566,"ns/op",FIRST,1234,5
"perspective.circederivation.DecodeSumBenchmarks.decodeMagnolia:·gc.alloc.rate","avgt",1,30,7362.704865,36.186496,"MB/sec",FIRST,1234,5
"perspective.circederivation.DecodeSumBenchmarks.decodeMagnolia:·gc.alloc.rate.norm","avgt",1,30,320.000006,0.000009,"B/op",FIRST,1234,5
"perspective.circederivation.DecodeSumBenchmarks.decodeMagnolia:·gc.count","avgt",1,30,1805.000000,NaN,"counts",FIRST,1234,5
"perspective.circederivation.DecodeSumBenchmarks.decodeMagnolia:·gc.time","avgt",1,30,2535.000000,NaN,"ms",FIRST,1234,5
"perspective.circederivation.DecodeSumBenchmarks.decodeMagnolia","avgt",1,30,41.649084,0.158792,"ns/op",FIRST,1234,10
"perspective.circederivation.DecodeSumBenchmarks.decodeMagnolia:·gc.alloc.rate","avgt",1,30,7327.328122,27.890395,"MB/sec",FIRST,1234,10
"perspective.circederivation.DecodeSumBenchmarks.decodeMagnolia:·gc.alloc.rate.norm","avgt",1,30,320.000007,0.000010,"B/op",FIRST,1234,10
"perspective.circederivation.DecodeSumBenchmarks.decodeMagnolia:·gc.count","avgt",1,30,1796.000000,NaN,"counts",FIRST,1234,10
"perspective.circederivation.DecodeSumBenchmarks.decodeMagnolia:·gc.time","avgt",1,30,2563.000000,NaN,"ms",FIRST,1234,10
"perspective.circederivation.DecodeSumBenchmarks.decodeMagnolia","avgt",1,30,41.818468,0.429982,"ns/op",FIRST,1234,22
"perspective.circederivation.DecodeSumBenchmarks.decodeMagnolia:·gc.alloc.rate","avgt",1,30,7299.043737,73.482868,"MB/sec",FIRST,1234,22
"perspective.circederivation.DecodeSumBenchmarks.decodeMagnolia:·gc.alloc.rate.norm","avgt",1,30,320.000006,0.000009,"B/op",FIRST,1234,22
"perspective.circederivation.DecodeSumBenchmarks.decodeMagnolia:·gc.count","avgt",1,30,1788.000000,NaN,"counts",FIRST,1234,22
"perspective.circederivation.DecodeSumBenchmarks.decodeMagnolia:·gc.time","avgt",1,30,2508.000000,NaN,"ms",FIRST,1234,22
"perspective.circederivation.DecodeSumBenchmarks.decodeMagnolia","avgt",1,30,41.336542,0.167725,"ns/op",FIRST,1234,23
"perspective.circederivation.DecodeSumBenchmarks.decodeMagnolia:·gc.alloc.rate","avgt",1,30,7382.756375,30.107018,"MB/sec",FIRST,1234,23
"perspective.circederivation.DecodeSumBenchmarks.decodeMagnolia:·gc.alloc.rate.norm","avgt",1,30,320.000006,0.000009,"B/op",FIRST,1234,23
"perspective.circederivation.DecodeSumBenchmarks.decodeMagnolia:·gc.count","avgt",1,30,1809.000000,NaN,"counts",FIRST,1234,23
"perspective.circederivation.DecodeSumBenchmarks.decodeMagnolia:·gc.time","avgt",1,30,2525.000000,NaN,"ms",FIRST,1234,23
"perspective.circederivation.DecodeSumBenchmarks.decodeMagnolia","avgt",1,30,41.346587,0.161340,"ns/op",FIRST,1234,50
"perspective.circederivation.DecodeSumBenchmarks.decodeMagnolia:·gc.alloc.rate","avgt",1,30,7380.928191,28.793616,"MB/sec",FIRST,1234,50
"perspective.circederivation.DecodeSumBenchmarks.decodeMagnolia:·gc.alloc.rate.norm","avgt",1,30,320.000006,0.000009,"B/op",FIRST,1234,50
"perspective.circederivation.DecodeSumBenchmarks.decodeMagnolia:·gc.count","avgt",1,30,1810.000000,NaN,"counts",FIRST,1234,50
"perspective.circederivation.DecodeSumBenchmarks.decodeMagnolia:·gc.time","avgt",1,30,2532.000000,NaN,"ms",FIRST,1234,50
"perspective.circederivation.DecodeSumBenchmarks.decodeMagnolia","avgt",1,30,41.436770,0.133324,"ns/op",FIRST,1234,75
"perspective.circederivation.DecodeSumBenchmarks.decodeMagnolia:·gc.alloc.rate","avgt",1,30,7364.807585,23.752203,"MB/sec",FIRST,1234,75
"perspective.circederivation.DecodeSumBenchmarks.decodeMagnolia:·gc.alloc.rate.norm","avgt",1,30,320.000006,0.000009,"B/op",FIRST,1234,75
"perspective.circederivation.DecodeSumBenchmarks.decodeMagnolia:·gc.count","avgt",1,30,1806.000000,NaN,"counts",FIRST,1234,75
"perspective.circederivation.DecodeSumBenchmarks.decodeMagnolia:·gc.time","avgt",1,30,2523.000000,NaN,"ms",FIRST,1234,75
"perspective.circederivation.DecodeSumBenchmarks.decodeMagnolia","avgt",1,30,42.011097,0.170154,"ns/op",MIDDLE,1234,1
"perspective.circederivation.DecodeSumBenchmarks.decodeMagnolia:·gc.alloc.rate","avgt",1,30,7264.203968,29.381403,"MB/sec",MIDDLE,1234,1
"perspective.circederivation.DecodeSumBenchmarks.decodeMagnolia:·gc.alloc.rate.norm","avgt",1,30,320.000006,0.000009,"B/op",MIDDLE,1234,1
"perspective.circederivation.DecodeSumBenchmarks.decodeMagnolia:·gc.count","avgt",1,30,1779.000000,NaN,"counts",MIDDLE,1234,1
"perspective.circederivation.DecodeSumBenchmarks.decodeMagnolia:·gc.time","avgt",1,30,2483.000000,NaN,"ms",MIDDLE,1234,1
"perspective.circederivation.DecodeSumBenchmarks.decodeMagnolia","avgt",1,30,41.837179,0.171210,"ns/op",MIDDLE,1234,5
"perspective.circederivation.DecodeSumBenchmarks.decodeMagnolia:·gc.alloc.rate","avgt",1,30,7294.414101,29.731103,"MB/sec",MIDDLE,1234,5
"perspective.circederivation.DecodeSumBenchmarks.decodeMagnolia:·gc.alloc.rate.norm","avgt",1,30,320.000006,0.000009,"B/op",MIDDLE,1234,5
"perspective.circederivation.DecodeSumBenchmarks.decodeMagnolia:·gc.count","avgt",1,30,1787.000000,NaN,"counts",MIDDLE,1234,5
"perspective.circederivation.DecodeSumBenchmarks.decodeMagnolia:·gc.time","avgt",1,30,2497.000000,NaN,"ms",MIDDLE,1234,5
"perspective.circederivation.DecodeSumBenchmarks.decodeMagnolia","avgt",1,30,42.431983,0.051105,"ns/op",MIDDLE,1234,10
"perspective.circederivation.DecodeSumBenchmarks.decodeMagnolia:·gc.alloc.rate","avgt",1,30,7191.924156,8.685659,"MB/sec",MIDDLE,1234,10
"perspective.circederivation.DecodeSumBenchmarks.decodeMagnolia:·gc.alloc.rate.norm","avgt",1,30,320.000006,0.000009,"B/op",MIDDLE,1234,10
"perspective.circederivation.DecodeSumBenchmarks.decodeMagnolia:·gc.count","avgt",1,30,1762.000000,NaN,"counts",MIDDLE,1234,10
"perspective.circederivation.DecodeSumBenchmarks.decodeMagnolia:·gc.time","avgt",1,30,2467.000000,NaN,"ms",MIDDLE,1234,10
"perspective.circederivation.DecodeSumBenchmarks.decodeMagnolia","avgt",1,30,42.218183,0.308341,"ns/op",MIDDLE,1234,22
"perspective.circederivation.DecodeSumBenchmarks.decodeMagnolia:·gc.alloc.rate","avgt",1,30,7229.156166,52.698321,"MB/sec",MIDDLE,1234,22
"perspective.circederivation.DecodeSumBenchmarks.decodeMagnolia:·gc.alloc.rate.norm","avgt",1,30,320.000006,0.000009,"B/op",MIDDLE,1234,22
"perspective.circederivation.DecodeSumBenchmarks.decodeMagnolia:·gc.count","avgt",1,30,1771.000000,NaN,"counts",MIDDLE,1234,22
"perspective.circederivation.DecodeSumBenchmarks.decodeMagnolia:·gc.time","avgt",1,30,2466.000000,NaN,"ms",MIDDLE,1234,22
"perspective.circederivation.DecodeSumBenchmarks.decodeMagnolia","avgt",1,30,42.552428,0.040394,"ns/op",MIDDLE,1234,23
"perspective.circederivation.DecodeSumBenchmarks.decodeMagnolia:·gc.alloc.rate","avgt",1,30,7171.551518,6.812281,"MB/sec",MIDDLE,1234,23
"perspective.circederivation.DecodeSumBenchmarks.decodeMagnolia:·gc.alloc.rate.norm","avgt",1,30,320.000006,0.000009,"B/op",MIDDLE,1234,23
"perspective.circederivation.DecodeSumBenchmarks.decodeMagnolia:·gc.count","avgt",1,30,1757.000000,NaN,"counts",MIDDLE,1234,23
"perspective.circederivation.DecodeSumBenchmarks.decodeMagnolia:·gc.time","avgt",1,30,2459.000000,NaN,"ms",MIDDLE,1234,23
"perspective.circederivation.DecodeSumBenchmarks.decodeMagnolia","avgt",1,30,42.460323,0.082634,"ns/op",MIDDLE,1234,50
"perspective.circederivation.DecodeSumBenchmarks.decodeMagnolia:·gc.alloc.rate","avgt",1,30,7187.162272,14.012996,"MB/sec",MIDDLE,1234,50
"perspective.circederivation.DecodeSumBenchmarks.decodeMagnolia:·gc.alloc.rate.norm","avgt",1,30,320.000006,0.000009,"B/op",MIDDLE,1234,50
"perspective.circederivation.DecodeSumBenchmarks.decodeMagnolia:·gc.count","avgt",1,30,1761.000000,NaN,"counts",MIDDLE,1234,50
"perspective.circederivation.DecodeSumBenchmarks.decodeMagnolia:·gc.time","avgt",1,30,2464.000000,NaN,"ms",MIDDLE,1234,50
"perspective.circederivation.DecodeSumBenchmarks.decodeMagnolia","avgt",1,30,43.043112,0.570425,"ns/op",MIDDLE,1234,75
"perspective.circederivation.DecodeSumBenchmarks.decodeMagnolia:·gc.alloc.rate","avgt",1,30,7092.441778,92.757250,"MB/sec",MIDDLE,1234,75
"perspective.circederivation.DecodeSumBenchmarks.decodeMagnolia:·gc.alloc.rate.norm","avgt",1,30,320.000007,0.000009,"B/op",MIDDLE,1234,75
"perspective.circederivation.DecodeSumBenchmarks.decodeMagnolia:·gc.count","avgt",1,30,1739.000000,NaN,"counts",MIDDLE,1234,75
"perspective.circederivation.DecodeSumBenchmarks.decodeMagnolia:·gc.time","avgt",1,30,2440.000000,NaN,"ms",MIDDLE,1234,75
"perspective.circederivation.DecodeSumBenchmarks.decodeMagnolia","avgt",1,30,41.723466,0.276734,"ns/op",LAST,1234,1
"perspective.circederivation.DecodeSumBenchmarks.decodeMagnolia:·gc.alloc.rate","avgt",1,30,7314.723512,48.730307,"MB/sec",LAST,1234,1
"perspective.circederivation.DecodeSumBenchmarks.decodeMagnolia:·gc.alloc.rate.norm","avgt",1,30,320.000006,0.000009,"B/op",LAST,1234,1
"perspective.circederivation.DecodeSumBenchmarks.decodeMagnolia:·gc.count","avgt",1,30,1792.000000,NaN,"counts",LAST,1234,1
"perspective.circederivation.DecodeSumBenchmarks.decodeMagnolia:·gc.time","avgt",1,30,2495.000000,NaN,"ms",LAST,1234,1
"perspective.circederivation.DecodeSumBenchmarks.decodeMagnolia","avgt",1,30,42.412039,0.421702,"ns/op",LAST,1234,5
"perspective.circederivation.DecodeSumBenchmarks.decodeMagnolia:·gc.alloc.rate","avgt",1,30,7196.804544,70.654884,"MB/sec",LAST,1234,5
"perspective.circederivation.DecodeSumBenchmarks.decodeMagnolia:·gc.alloc.rate.norm","avgt",1,30,320.000006,0.000009,"B/op",LAST,1234,5
"perspective.circederivation.DecodeSumBenchmarks.decodeMagnolia:·gc.count","avgt",1,30,1764.000000,NaN,"counts",LAST,1234,5
"perspective.circederivation.DecodeSumBenchmarks.decodeMagnolia:·gc.time","avgt",1,30,2471.000000,NaN,"ms",LAST,1234,5
"perspective.circederivation.DecodeSumBenchmarks.decodeMagnolia","avgt",1,30,41.647796,0.143793,"ns/op",LAST,1234,10
"perspective.circederivation.DecodeSumBenchmarks.decodeMagnolia:·gc.alloc.rate","avgt",1,30,7327.510919,25.076061,"MB/sec",LAST,1234,10
"perspective.circederivation.DecodeSumBenchmarks.decodeMagnolia:·gc.alloc.rate.norm","avgt",1,30,320.000006,0.000009,"B/op",LAST,1234,10
"perspective.circederivation.DecodeSumBenchmarks.decodeMagnolia:·gc.count","avgt",1,30,1796.000000,NaN,"counts",LAST,1234,10
"perspective.circederivation.DecodeSumBenchmarks.decodeMagnolia:·gc.time","avgt",1,30,2579.000000,NaN,"ms",LAST,1234,10
"perspective.circederivation.DecodeSumBenchmarks.decodeMagnolia","avgt",1,30,41.785152,0.239510,"ns/op",LAST,1234,22
"perspective.circederivation.DecodeSumBenchmarks.decodeMagnolia:·gc.alloc.rate","avgt",1,30,7303.747110,42.079121,"MB/sec",LAST,1234,22
"perspective.circederivation.DecodeSumBenchmarks.decodeMagnolia:·gc.alloc.rate.norm","avgt",1,30,320.000006,0.000009,"B/op",LAST,1234,22
"perspective.circederivation.DecodeSumBenchmarks.decodeMagnolia:·gc.count","avgt",1,30,1789.000000,NaN,"counts",LAST,1234,22
"perspective.circederivation.DecodeSumBenchmarks.decodeMagnolia:·gc.time","avgt",1,30,2526.000000,NaN,"ms",LAST,1234,22
"perspective.circederivation.DecodeSumBenchmarks.decodeMagnolia","avgt",1,30,41.788897,0.270892,"ns/op",LAST,1234,23
"perspective.circederivation.DecodeSumBenchmarks.decodeMagnolia:·gc.alloc.rate","avgt",1,30,7303.249398,47.139666,"MB/sec",LAST,1234,23
"perspective.circederivation.DecodeSumBenchmarks.decodeMagnolia:·gc.alloc.rate.norm","avgt",1,30,320.000006,0.000009,"B/op",LAST,1234,23
"perspective.circederivation.DecodeSumBenchmarks.decodeMagnolia:·gc.count","avgt",1,30,1789.000000,NaN,"counts",LAST,1234,23
"perspective.circederivation.DecodeSumBenchmarks.decodeMagnolia:·gc.time","avgt",1,30,2498.000000,NaN,"ms",LAST,1234,23
"perspective.circederivation.DecodeSumBenchmarks.decodeMagnolia","avgt",1,30,41.633428,0.106027,"ns/op",LAST,1234,50
"perspective.circederivation.DecodeSumBenchmarks.decodeMagnolia:·gc.alloc.rate","avgt",1,30,7329.955869,18.626143,"MB/sec",LAST,1234,50
"perspective.circederivation.DecodeSumBenchmarks.decodeMagnolia:·gc.alloc.rate.norm","avgt",1,30,320.000006,0.000009,"B/op",LAST,1234,50
"perspective.circederivation.DecodeSumBenchmarks.decodeMagnolia:·gc.count","avgt",1,30,1797.000000,NaN,"counts",LAST,1234,50
"perspective.circederivation.DecodeSumBenchmarks.decodeMagnolia:·gc.time","avgt",1,30,2515.000000,NaN,"ms",LAST,1234,50
"perspective.circederivation.DecodeSumBenchmarks.decodeMagnolia","avgt",1,30,41.915469,0.164388,"ns/op",LAST,1234,75
"perspective.circederivation.DecodeSumBenchmarks.decodeMagnolia:·gc.alloc.rate","avgt",1,30,7280.772199,28.484323,"MB/sec",LAST,1234,75
"perspective.circederivation.DecodeSumBenchmarks.decodeMagnolia:·gc.alloc.rate.norm","avgt",1,30,320.000006,0.000009,"B/op",LAST,1234,75
"perspective.circederivation.DecodeSumBenchmarks.decodeMagnolia:·gc.count","avgt",1,30,1784.000000,NaN,"counts",LAST,1234,75
"perspective.circederivation.DecodeSumBenchmarks.decodeMagnolia:·gc.time","avgt",1,30,2518.000000,NaN,"ms",LAST,1234,75
"perspective.circederivation.DecodeSumBenchmarks.decodePerspectiveFaster","avgt",1,30,42.158376,0.449372,"ns/op",FIRST,1234,1
"perspective.circederivation.DecodeSumBenchmarks.decodePerspectiveFaster:·gc.alloc.rate","avgt",1,30,7240.343139,77.037239,"MB/sec",FIRST,1234,1
"perspective.circederivation.DecodeSumBenchmarks.decodePerspectiveFaster:·gc.alloc.rate.norm","avgt",1,30,320.000006,0.000009,"B/op",FIRST,1234,1
"perspective.circederivation.DecodeSumBenchmarks.decodePerspectiveFaster:·gc.count","avgt",1,30,1774.000000,NaN,"counts",FIRST,1234,1
"perspective.circederivation.DecodeSumBenchmarks.decodePerspectiveFaster:·gc.time","avgt",1,30,2491.000000,NaN,"ms",FIRST,1234,1
"perspective.circederivation.DecodeSumBenchmarks.decodePerspectiveFaster","avgt",1,30,41.485988,0.150319,"ns/op",FIRST,1234,5
"perspective.circederivation.DecodeSumBenchmarks.decodePerspectiveFaster:·gc.alloc.rate","avgt",1,30,7356.098428,26.647966,"MB/sec",FIRST,1234,5
"perspective.circederivation.DecodeSumBenchmarks.decodePerspectiveFaster:·gc.alloc.rate.norm","avgt",1,30,320.000006,0.000009,"B/op",FIRST,1234,5
"perspective.circederivation.DecodeSumBenchmarks.decodePerspectiveFaster:·gc.count","avgt",1,30,1803.000000,NaN,"counts",FIRST,1234,5
"perspective.circederivation.DecodeSumBenchmarks.decodePerspectiveFaster:·gc.time","avgt",1,30,2585.000000,NaN,"ms",FIRST,1234,5
"perspective.circederivation.DecodeSumBenchmarks.decodePerspectiveFaster","avgt",1,30,42.683559,0.370951,"ns/op",FIRST,1234,10
"perspective.circederivation.DecodeSumBenchmarks.decodePerspectiveFaster:·gc.alloc.rate","avgt",1,30,7150.669116,61.701069,"MB/sec",FIRST,1234,10
"perspective.circederivation.DecodeSumBenchmarks.decodePerspectiveFaster:·gc.alloc.rate.norm","avgt",1,30,320.000006,0.000009,"B/op",FIRST,1234,10
"perspective.circederivation.DecodeSumBenchmarks.decodePerspectiveFaster:·gc.count","avgt",1,30,1753.000000,NaN,"counts",FIRST,1234,10
"perspective.circederivation.DecodeSumBenchmarks.decodePerspectiveFaster:·gc.time","avgt",1,30,2530.000000,NaN,"ms",FIRST,1234,10
"perspective.circederivation.DecodeSumBenchmarks.decodePerspectiveFaster","avgt",1,30,41.847409,0.103223,"ns/op",FIRST,1234,22
"perspective.circederivation.DecodeSumBenchmarks.decodePerspectiveFaster:·gc.alloc.rate","avgt",1,30,7292.459641,17.996660,"MB/sec",FIRST,1234,22
"perspective.circederivation.DecodeSumBenchmarks.decodePerspectiveFaster:·gc.alloc.rate.norm","avgt",1,30,320.000006,0.000009,"B/op",FIRST,1234,22
"perspective.circederivation.DecodeSumBenchmarks.decodePerspectiveFaster:·gc.count","avgt",1,30,1786.000000,NaN,"counts",FIRST,1234,22
"perspective.circederivation.DecodeSumBenchmarks.decodePerspectiveFaster:·gc.time","avgt",1,30,2517.000000,NaN,"ms",FIRST,1234,22
"perspective.circederivation.DecodeSumBenchmarks.decodePerspectiveFaster","avgt",1,30,42.618807,0.354324,"ns/op",FIRST,1234,23
"perspective.circederivation.DecodeSumBenchmarks.decodePerspectiveFaster:·gc.alloc.rate","avgt",1,30,7161.442792,60.047195,"MB/sec",FIRST,1234,23
"perspective.circederivation.DecodeSumBenchmarks.decodePerspectiveFaster:·gc.alloc.rate.norm","avgt",1,30,320.000006,0.000009,"B/op",FIRST,1234,23
"perspective.circederivation.DecodeSumBenchmarks.decodePerspectiveFaster:·gc.count","avgt",1,30,1755.000000,NaN,"counts",FIRST,1234,23
"perspective.circederivation.DecodeSumBenchmarks.decodePerspectiveFaster:·gc.time","avgt",1,30,2539.000000,NaN,"ms",FIRST,1234,23
"perspective.circederivation.DecodeSumBenchmarks.decodePerspectiveFaster","avgt",1,30,42.738778,0.121016,"ns/op",FIRST,1234,50
"perspective.circederivation.DecodeSumBenchmarks.decodePerspectiveFaster:·gc.alloc.rate","avgt",1,30,7140.399270,20.142543,"MB/sec",FIRST,1234,50
"perspective.circederivation.DecodeSumBenchmarks.decodePerspectiveFaster:·gc.alloc.rate.norm","avgt",1,30,320.000006,0.000009,"B/op",FIRST,1234,50
"perspective.circederivation.DecodeSumBenchmarks.decodePerspectiveFaster:·gc.count","avgt",1,30,1749.000000,NaN,"counts",FIRST,1234,50
"perspective.circederivation.DecodeSumBenchmarks.decodePerspectiveFaster:·gc.time","avgt",1,30,2478.000000,NaN,"ms",FIRST,1234,50
