"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: ordinalLoc","Param: randSeed","Param: size"
"perspective.circederivation.EncodeSumBenchmarks.encodeShapeless2:·gc.alloc.rate.norm","avgt",1,30,1101.333374,5.125369,"B/op",LAST,1234,10
"perspective.circederivation.EncodeSumBenchmarks.encodeShapeless2:·gc.count","avgt",1,30,967.000000,NaN,"counts",LAST,1234,10
"perspective.circederivation.EncodeSumBenchmarks.encodeShapeless2:·gc.time","avgt",1,30,1391.000000,NaN,"ms",LAST,1234,10
"perspective.circederivation.EncodeSumBenchmarks.encodeShapeless2","avgt",1,30,273.572684,2.649244,"ns/op",LAST,1234,22
"perspective.circederivation.EncodeSumBenchmarks.encodeShapeless2:·gc.alloc.rate","avgt",1,30,4341.804230,33.526879,"MB/sec",LAST,1234,22
"perspective.circederivation.EncodeSumBenchmarks.encodeShapeless2:·gc.alloc.rate.norm","avgt",1,30,1245.333375,2.562685,"B/op",LAST,1234,22
"perspective.circederivation.EncodeSumBenchmarks.encodeShapeless2:·gc.count","avgt",1,30,1065.000000,NaN,"counts",LAST,1234,22
"perspective.circederivation.EncodeSumBenchmarks.encodeShapeless2:·gc.time","avgt",1,30,1543.000000,NaN,"ms",LAST,1234,22
"perspective.circederivation.EncodeSumBenchmarks.encodeShapeless2","avgt",1,30,289.398447,1.781204,"ns/op",LAST,1234,23
"perspective.circederivation.EncodeSumBenchmarks.encodeShapeless2:·gc.alloc.rate","avgt",1,30,4420.422111,43.560888,"MB/sec",LAST,1234,23
"perspective.circederivation.EncodeSumBenchmarks.encodeShapeless2:·gc.alloc.rate.norm","avgt",1,30,1341.333377,10.250740,"B/op",LAST,1234,23
"perspective.circederivation.EncodeSumBenchmarks.encodeShapeless2:·gc.count","avgt",1,30,1083.000000,NaN,"counts",LAST,1234,23
"perspective.circederivation.EncodeSumBenchmarks.encodeShapeless2:·gc.time","avgt",1,30,1527.000000,NaN,"ms",LAST,1234,23
"perspective.circederivation.EncodeSumBenchmarks.encodeShapeless2","avgt",1,30,464.640961,5.463315,"ns/op",LAST,1234,50
"perspective.circederivation.EncodeSumBenchmarks.encodeShapeless2:·gc.alloc.rate","avgt",1,30,4565.628256,39.925651,"MB/sec",LAST,1234,50
"perspective.circederivation.EncodeSumBenchmarks.encodeShapeless2:·gc.alloc.rate.norm","avgt",1,30,2224.000071,7.688055,"B/op",LAST,1234,50
"perspective.circederivation.EncodeSumBenchmarks.encodeShapeless2:·gc.count","avgt",1,30,1119.000000,NaN,"counts",LAST,1234,50
"perspective.circederivation.EncodeSumBenchmarks.encodeShapeless2:·gc.time","avgt",1,30,1622.000000,NaN,"ms",LAST,1234,50
"perspective.circederivation.EncodeSumBenchmarks.encodeShapeless2","avgt",1,30,745.358212,27.361655,"ns/op",LAST,1234,75
"perspective.circederivation.EncodeSumBenchmarks.encodeShapeless2:·gc.alloc.rate","avgt",1,30,3996.758610,148.670889,"MB/sec",LAST,1234,75
"perspective.circederivation.EncodeSumBenchmarks.encodeShapeless2:·gc.alloc.rate.norm","avgt",1,30,3114.666778,12.813424,"B/op",LAST,1234,75
"perspective.circederivation.EncodeSumBenchmarks.encodeShapeless2:·gc.count","avgt",1,30,980.000000,NaN,"counts",LAST,1234,75
"perspective.circederivation.EncodeSumBenchmarks.encodeShapeless2:·gc.time","avgt",1,30,1418.000000,NaN,"ms",LAST,1234,75
