"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: ordinalLoc","Param: randSeed","Param: size"
"perspective.circederivation.DecodeSumBenchmarks.decodeCirceGeneric:·gc.count","avgt",1,30,878.000000,NaN,"counts",MIDDLE,1234,10
"perspective.circederivation.DecodeSumBenchmarks.decodeCirceGeneric:·gc.time","avgt",1,30,1222.000000,NaN,"ms",MIDDLE,1234,10
"perspective.circederivation.DecodeSumBenchmarks.decodeCirceGeneric","avgt",1,30,330.859337,1.105678,"ns/op",MIDDLE,1234,22
"perspective.circederivation.DecodeSumBenchmarks.decodeCirceGeneric:·gc.alloc.rate","avgt",1,30,4381.247204,14.626848,"MB/sec",MIDDLE,1234,22
"perspective.circederivation.DecodeSumBenchmarks.decodeCirceGeneric:·gc.alloc.rate.norm","avgt",1,30,1520.000050,0.000073,"B/op",MIDDLE,1234,22
"perspective.circederivation.DecodeSumBenchmarks.decodeCirceGeneric:·gc.count","avgt",1,30,1074.000000,NaN,"counts",MIDDLE,1234,22
"perspective.circederivation.DecodeSumBenchmarks.decodeCirceGeneric:·gc.time","avgt",1,30,1500.000000,NaN,"ms",MIDDLE,1234,22
"perspective.circederivation.DecodeSumBenchmarks.decodeCirceGeneric","avgt",1,30,324.195499,0.880870,"ns/op",MIDDLE,1234,23
"perspective.circederivation.DecodeSumBenchmarks.decodeCirceGeneric:·gc.alloc.rate","avgt",1,30,4659.543546,12.626467,"MB/sec",MIDDLE,1234,23
"perspective.circederivation.DecodeSumBenchmarks.decodeCirceGeneric:·gc.alloc.rate.norm","avgt",1,30,1584.000049,0.000071,"B/op",MIDDLE,1234,23
"perspective.circederivation.DecodeSumBenchmarks.decodeCirceGeneric:·gc.count","avgt",1,30,1141.000000,NaN,"counts",MIDDLE,1234,23
"perspective.circederivation.DecodeSumBenchmarks.decodeCirceGeneric:·gc.time","avgt",1,30,1573.000000,NaN,"ms",MIDDLE,1234,23
"perspective.circederivation.DecodeSumBenchmarks.decodeCirceGeneric","avgt",1,30,7917.490867,16.618461,"ns/op",MIDDLE,1234,50
"perspective.circederivation.DecodeSumBenchmarks.decodeCirceGeneric:·gc.alloc.rate","avgt",1,30,404.708301,0.849443,"MB/sec",MIDDLE,1234,50
"perspective.circederivation.DecodeSumBenchmarks.decodeCirceGeneric:·gc.alloc.rate.norm","avgt",1,30,3360.001200,0.001736,"B/op",MIDDLE,1234,50
"perspective.circederivation.DecodeSumBenchmarks.decodeCirceGeneric:·gc.count","avgt",1,30,102.000000,NaN,"counts",MIDDLE,1234,50
"perspective.circederivation.DecodeSumBenchmarks.decodeCirceGeneric:·gc.time","avgt",1,30,333.000000,NaN,"ms",MIDDLE,1234,50
"perspective.circederivation.DecodeSumBenchmarks.decodeCirceGeneric","avgt",1,30,11883.445691,32.395758,"ns/op",MIDDLE,1234,75
"perspective.circederivation.DecodeSumBenchmarks.decodeCirceGeneric:·gc.alloc.rate","avgt",1,30,398.046583,1.083414,"MB/sec",MIDDLE,1234,75
"perspective.circederivation.DecodeSumBenchmarks.decodeCirceGeneric:·gc.alloc.rate.norm","avgt",1,30,4960.001802,0.002610,"B/op",MIDDLE,1234,75
"perspective.circederivation.DecodeSumBenchmarks.decodeCirceGeneric:·gc.count","avgt",1,30,96.000000,NaN,"counts",MIDDLE,1234,75
"perspective.circederivation.DecodeSumBenchmarks.decodeCirceGeneric:·gc.time","avgt",1,30,501.000000,NaN,"ms",MIDDLE,1234,75
"perspective.circederivation.DecodeSumBenchmarks.decodeCirceGeneric","avgt",1,30,21.812847,0.083621,"ns/op",LAST,1234,1
"perspective.circederivation.DecodeSumBenchmarks.decodeCirceGeneric:·gc.alloc.rate","avgt",1,30,6995.340910,26.849945,"MB/sec",LAST,1234,1
"perspective.circederivation.DecodeSumBenchmarks.decodeCirceGeneric:·gc.alloc.rate.norm","avgt",1,30,160.000003,0.000005,"B/op",LAST,1234,1
"perspective.circederivation.DecodeSumBenchmarks.decodeCirceGeneric:·gc.count","avgt",1,30,1713.000000,NaN,"counts",LAST,1234,1
"perspective.circederivation.DecodeSumBenchmarks.decodeCirceGeneric:·gc.time","avgt",1,30,2380.000000,NaN,"ms",LAST,1234,1
"perspective.circederivation.DecodeSumBenchmarks.decodeCirceGeneric","avgt",1,30,24.259032,0.105626,"ns/op",LAST,1234,5
"perspective.circederivation.DecodeSumBenchmarks.decodeCirceGeneric:·gc.alloc.rate","avgt",1,30,6290.017259,27.292917,"MB/sec",LAST,1234,5
"perspective.circederivation.DecodeSumBenchmarks.decodeCirceGeneric:·gc.alloc.rate.norm","avgt",1,30,160.000004,0.000005,"B/op",LAST,1234,5
"perspective.circederivation.DecodeSumBenchmarks.decodeCirceGeneric:·gc.count","avgt",1,30,1541.000000,NaN,"counts",LAST,1234,5
"perspective.circederivation.DecodeSumBenchmarks.decodeCirceGeneric:·gc.time","avgt",1,30,2137.000000,NaN,"ms",LAST,1234,5
"perspective.circederivation.DecodeSumBenchmarks.decodeCirceGeneric","avgt",1,30,83.814180,0.090121,"ns/op",LAST,1234,10
"perspective.circederivation.DecodeSumBenchmarks.decodeCirceGeneric:·gc.alloc.rate","avgt",1,30,3641.009388,3.914158,"MB/sec",LAST,1234,10
"perspective.circederivation.DecodeSumBenchmarks.decodeCirceGeneric:·gc.alloc.rate.norm","avgt",1,30,320.000013,0.000018,"B/op",LAST,1234,10
"perspective.circederivation.DecodeSumBenchmarks.decodeCirceGeneric:·gc.count","avgt",1,30,892.000000,NaN,"counts",LAST,1234,10
"perspective.circederivation.DecodeSumBenchmarks.decodeCirceGeneric:·gc.time","avgt",1,30,1227.000000,NaN,"ms",LAST,1234,10
"perspective.circederivation.DecodeSumBenchmarks.decodeCirceGeneric","avgt",1,30,330.569126,0.116687,"ns/op",LAST,1234,22
"perspective.circederivation.DecodeSumBenchmarks.decodeCirceGeneric:·gc.alloc.rate","avgt",1,30,4384.994750,1.549734,"MB/sec",LAST,1234,22
"perspective.circederivation.DecodeSumBenchmarks.decodeCirceGeneric:·gc.alloc.rate.norm","avgt",1,30,1520.000050,0.000073,"B/op",LAST,1234,22
"perspective.circederivation.DecodeSumBenchmarks.decodeCirceGeneric:·gc.count","avgt",1,30,1075.000000,NaN,"counts",LAST,1234,22
"perspective.circederivation.DecodeSumBenchmarks.decodeCirceGeneric:·gc.time","avgt",1,30,1487.000000,NaN,"ms",LAST,1234,22
"perspective.circederivation.DecodeSumBenchmarks.decodeCirceGeneric","avgt",1,30,325.417835,2.496277,"ns/op",LAST,1234,23
"perspective.circederivation.DecodeSumBenchmarks.decodeCirceGeneric:·gc.alloc.rate","avgt",1,30,4642.549649,35.327762,"MB/sec",LAST,1234,23
"perspective.circederivation.DecodeSumBenchmarks.decodeCirceGeneric:·gc.alloc.rate.norm","avgt",1,30,1584.000049,0.000071,"B/op",LAST,1234,23
"perspective.circederivation.DecodeSumBenchmarks.decodeCirceGeneric:·gc.count","avgt",1,30,1137.000000,NaN,"counts",LAST,1234,23
"perspective.circederivation.DecodeSumBenchmarks.decodeCirceGeneric:·gc.time","avgt",1,30,1576.000000,NaN,"ms",LAST,1234,23
"perspective.circederivation.DecodeSumBenchmarks.decodeCirceGeneric","avgt",1,30,7972.925808,39.126599,"ns/op",LAST,1234,50
"perspective.circederivation.DecodeSumBenchmarks.decodeCirceGeneric:·gc.alloc.rate","avgt",1,30,401.913087,1.964917,"MB/sec",LAST,1234,50
"perspective.circederivation.DecodeSumBenchmarks.decodeCirceGeneric:·gc.alloc.rate.norm","avgt",1,30,3360.001208,0.001747,"B/op",LAST,1234,50
"perspective.circederivation.DecodeSumBenchmarks.decodeCirceGeneric:·gc.count","avgt",1,30,100.000000,NaN,"counts",LAST,1234,50
"perspective.circederivation.DecodeSumBenchmarks.decodeCirceGeneric:·gc.time","avgt",1,30,339.000000,NaN,"ms",LAST,1234,50
"perspective.circederivation.DecodeSumBenchmarks.decodeCirceGeneric","avgt",1,30,11985.362672,126.379894,"ns/op",LAST,1234,75
"perspective.circederivation.DecodeSumBenchmarks.decodeCirceGeneric:·gc.alloc.rate","avgt",1,30,394.749184,4.117412,"MB/sec",LAST,1234,75
"perspective.circederivation.DecodeSumBenchmarks.decodeCirceGeneric:·gc.alloc.rate.norm","avgt",1,30,4960.001816,0.002629,"B/op",LAST,1234,75
"perspective.circederivation.DecodeSumBenchmarks.decodeCirceGeneric:·gc.count","avgt",1,30,96.000000,NaN,"counts",LAST,1234,75
"perspective.circederivation.DecodeSumBenchmarks.decodeCirceGeneric:·gc.time","avgt",1,30,491.000000,NaN,"ms",LAST,1234,75
"perspective.circederivation.DecodeSumBenchmarks.decodeHandwritten","avgt",1,30,40.609324,0.190157,"ns/op",FIRST,1234,1
"perspective.circederivation.DecodeSumBenchmarks.decodeHandwritten:·gc.alloc.rate","avgt",1,30,7139.294753,33.269113,"MB/sec",FIRST,1234,1
"perspective.circederivation.DecodeSumBenchmarks.decodeHandwritten:·gc.alloc.rate.norm","avgt",1,30,304.000006,0.000009,"B/op",FIRST,1234,1
"perspective.circederivation.DecodeSumBenchmarks.decodeHandwritten:·gc.count","avgt",1,30,1749.000000,NaN,"counts",FIRST,1234,1
"perspective.circederivation.DecodeSumBenchmarks.decodeHandwritten:·gc.time","avgt",1,30,2512.000000,NaN,"ms",FIRST,1234,1
"perspective.circederivation.DecodeSumBenchmarks.decodeHandwritten","avgt",1,30,40.587787,0.164671,"ns/op",FIRST,1234,5
"perspective.circederivation.DecodeSumBenchmarks.decodeHandwritten:·gc.alloc.rate","avgt",1,30,7142.998459,28.886328,"MB/sec",FIRST,1234,5
"perspective.circederivation.DecodeSumBenchmarks.decodeHandwritten:·gc.alloc.rate.norm","avgt",1,30,304.000006,0.000009,"B/op",FIRST,1234,5
"perspective.circederivation.DecodeSumBenchmarks.decodeHandwritten:·gc.count","avgt",1,30,1749.000000,NaN,"counts",FIRST,1234,5
"perspective.circederivation.DecodeSumBenchmarks.decodeHandwritten:·gc.time","avgt",1,30,2465.000000,NaN,"ms",FIRST,1234,5
"perspective.circederivation.DecodeSumBenchmarks.decodeHandwritten","avgt",1,30,40.598002,0.179251,"ns/op",FIRST,1234,10
"perspective.circederivation.DecodeSumBenchmarks.decodeHandwritten:·gc.alloc.rate","avgt",1,30,7141.245496,31.406905,"MB/sec",FIRST,1234,10
"perspective.circederivation.DecodeSumBenchmarks.decodeHandwritten:·gc.alloc.rate.norm","avgt",1,30,304.000006,0.000009,"B/op",FIRST,1234,10
"perspective.circederivation.DecodeSumBenchmarks.decodeHandwritten:·gc.count","avgt",1,30,1750.000000,NaN,"counts",FIRST,1234,10
"perspective.circederivation.DecodeSumBenchmarks.decodeHandwritten:·gc.time","avgt",1,30,2490.000000,NaN,"ms",FIRST,1234,10
"perspective.circederivation.DecodeSumBenchmarks.decodeHandwritten","avgt",1,30,40.745643,0.258339,"ns/op",FIRST,1234,22
"perspective.circederivation.DecodeSumBenchmarks.decodeHandwritten:·gc.alloc.rate","avgt",1,30,7115.697464,45.168845,"MB/sec",FIRST,1234,22
"perspective.circederivation.DecodeSumBenchmarks.decodeHandwritten:·gc.alloc.rate.norm","avgt",1,30,304.000006,0.000009,"B/op",FIRST,1234,22
"perspective.circederivation.DecodeSumBenchmarks.decodeHandwritten:·gc.count","avgt",1,30,1744.000000,NaN,"counts",FIRST,1234,22
"perspective.circederivation.DecodeSumBenchmarks.decodeHandwritten:·gc.time","avgt",1,30,2454.000000,NaN,"ms",FIRST,1234,22
"perspective.circederivation.DecodeSumBenchmarks.decodeHandwritten","avgt",1,30,40.352280,0.105262,"ns/op",FIRST,1234,23
"perspective.circederivation.DecodeSumBenchmarks.decodeHandwritten:·gc.alloc.rate","avgt",1,30,7184.553173,18.756278,"MB/sec",FIRST,1234,23
"perspective.circederivation.DecodeSumBenchmarks.decodeHandwritten:·gc.alloc.rate.norm","avgt",1,30,304.000006,0.000009,"B/op",FIRST,1234,23
"perspective.circederivation.DecodeSumBenchmarks.decodeHandwritten:·gc.count","avgt",1,30,1760.000000,NaN,"counts",FIRST,1234,23
"perspective.circederivation.DecodeSumBenchmarks.decodeHandwritten:·gc.time","avgt",1,30,2470.000000,NaN,"ms",FIRST,1234,23
"perspective.circederivation.DecodeSumBenchmarks.decodeHandwritten","avgt",1,30,40.613874,0.159063,"ns/op",FIRST,1234,50
"perspective.circederivation.DecodeSumBenchmarks.decodeHandwritten:·gc.alloc.rate","avgt",1,30,7138.408524,28.062605,"MB/sec",FIRST,1234,50
"perspective.circederivation.DecodeSumBenchmarks.decodeHandwritten:·gc.alloc.rate.norm","avgt",1,30,304.000006,0.000009,"B/op",FIRST,1234,50
"perspective.circederivation.DecodeSumBenchmarks.decodeHandwritten:·gc.count","avgt",1,30,1749.000000,NaN,"counts",FIRST,1234,50
"perspective.circederivation.DecodeSumBenchmarks.decodeHandwritten:·gc.time","avgt",1,30,2472.000000,NaN,"ms",FIRST,1234,50
"perspective.circederivation.DecodeSumBenchmarks.decodeHandwritten","avgt",1,30,40.747890,0.118310,"ns/op",FIRST,1234,75
"perspective.circederivation.DecodeSumBenchmarks.decodeHandwritten:·gc.alloc.rate","avgt",1,30,7114.814806,20.647569,"MB/sec",FIRST,1234,75
"perspective.circederivation.DecodeSumBenchmarks.decodeHandwritten:·gc.alloc.rate.norm","avgt",1,30,304.000006,0.000009,"B/op",FIRST,1234,75
"perspective.circederivation.DecodeSumBenchmarks.decodeHandwritten:·gc.count","avgt",1,30,1743.000000,NaN,"counts",FIRST,1234,75
"perspective.circederivation.DecodeSumBenchmarks.decodeHandwritten:·gc.time","avgt",1,30,2466.000000,NaN,"ms",FIRST,1234,75
"perspective.circederivation.DecodeSumBenchmarks.decodeHandwritten","avgt",1,30,41.040098,0.159137,"ns/op",MIDDLE,1234,1
"perspective.circederivation.DecodeSumBenchmarks.decodeHandwritten:·gc.alloc.rate","avgt",1,30,7064.265292,27.323051,"MB/sec",MIDDLE,1234,1
"perspective.circederivation.DecodeSumBenchmarks.decodeHandwritten:·gc.alloc.rate.norm","avgt",1,30,304.000006,0.000009,"B/op",MIDDLE,1234,1
"perspective.circederivation.DecodeSumBenchmarks.decodeHandwritten:·gc.count","avgt",1,30,1730.000000,NaN,"counts",MIDDLE,1234,1
"perspective.circederivation.DecodeSumBenchmarks.decodeHandwritten:·gc.time","avgt",1,30,2470.000000,NaN,"ms",MIDDLE,1234,1
"perspective.circederivation.DecodeSumBenchmarks.decodeHandwritten","avgt",1,30,41.110461,0.173827,"ns/op",MIDDLE,1234,5
"perspective.circederivation.DecodeSumBenchmarks.decodeHandwritten:·gc.alloc.rate","avgt",1,30,7052.209573,30.061733,"MB/sec",MIDDLE,1234,5
"perspective.circederivation.DecodeSumBenchmarks.decodeHandwritten:·gc.alloc.rate.norm","avgt",1,30,304.000006,0.000009,"B/op",MIDDLE,1234,5
"perspective.circederivation.DecodeSumBenchmarks.decodeHandwritten:·gc.count","avgt",1,30,1729.000000,NaN,"counts",MIDDLE,1234,5
"perspective.circederivation.DecodeSumBenchmarks.decodeHandwritten:·gc.time","avgt",1,30,2465.000000,NaN,"ms",MIDDLE,1234,5
"perspective.circederivation.DecodeSumBenchmarks.decodeHandwritten","avgt",1,30,40.731433,0.403241,"ns/op",MIDDLE,1234,10
"perspective.circederivation.DecodeSumBenchmarks.decodeHandwritten:·gc.alloc.rate","avgt",1,30,7119.051398,69.279739,"MB/sec",MIDDLE,1234,10
"perspective.circederivation.DecodeSumBenchmarks.decodeHandwritten:·gc.alloc.rate.norm","avgt",1,30,304.000006,0.000009,"B/op",MIDDLE,1234,10
"perspective.circederivation.DecodeSumBenchmarks.decodeHandwritten:·gc.count","avgt",1,30,1745.000000,NaN,"counts",MIDDLE,1234,10
"perspective.circederivation.DecodeSumBenchmarks.decodeHandwritten:·gc.time","avgt",1,30,2518.000000,NaN,"ms",MIDDLE,1234,10
"perspective.circederivation.DecodeSumBenchmarks.decodeHandwritten","avgt",1,30,40.777650,0.170696,"ns/op",MIDDLE,1234,22
"perspective.circederivation.DecodeSumBenchmarks.decodeHandwritten:·gc.alloc.rate","avgt",1,30,7109.749585,29.762398,"MB/sec",MIDDLE,1234,22
"perspective.circederivation.DecodeSumBenchmarks.decodeHandwritten:·gc.alloc.rate.norm","avgt",1,30,304.000006,0.000009,"B/op",MIDDLE,1234,22
"perspective.circederivation.DecodeSumBenchmarks.decodeHandwritten:·gc.count","avgt",1,30,1742.000000,NaN,"counts",MIDDLE,1234,22
"perspective.circederivation.DecodeSumBenchmarks.decodeHandwritten:·gc.time","avgt",1,30,2482.000000,NaN,"ms",MIDDLE,1234,22
"perspective.circederivation.DecodeSumBenchmarks.decodeHandwritten","avgt",1,30,40.878103,0.052341,"ns/op",MIDDLE,1234,23
"perspective.circederivation.DecodeSumBenchmarks.decodeHandwritten:·gc.alloc.rate","avgt",1,30,7092.044577,9.064325,"MB/sec",MIDDLE,1234,23
"perspective.circederivation.DecodeSumBenchmarks.decodeHandwritten:·gc.alloc.rate.norm","avgt",1,30,304.000006,0.000009,"B/op",MIDDLE,1234,23
"perspective.circederivation.DecodeSumBenchmarks.decodeHandwritten:·gc.count","avgt",1,30,1738.000000,NaN,"counts",MIDDLE,1234,23
"perspective.circederivation.DecodeSumBenchmarks.decodeHandwritten:·gc.time","avgt",1,30,2483.000000,NaN,"ms",MIDDLE,1234,23
"perspective.circederivation.DecodeSumBenchmarks.decodeHandwritten","avgt",1,30,41.092119,0.184410,"ns/op",MIDDLE,1234,50
"perspective.circederivation.DecodeSumBenchmarks.decodeHandwritten:·gc.alloc.rate","avgt",1,30,7055.396037,31.670619,"MB/sec",MIDDLE,1234,50
"perspective.circederivation.DecodeSumBenchmarks.decodeHandwritten:·gc.alloc.rate.norm","avgt",1,30,304.000006,0.000009,"B/op",MIDDLE,1234,50
"perspective.circederivation.DecodeSumBenchmarks.decodeHandwritten:·gc.count","avgt",1,30,1729.000000,NaN,"counts",MIDDLE,1234,50
"perspective.circederivation.DecodeSumBenchmarks.decodeHandwritten:·gc.time","avgt",1,30,2437.000000,NaN,"ms",MIDDLE,1234,50
"perspective.circederivation.DecodeSumBenchmarks.decodeHandwritten","avgt",1,30,40.817377,0.174755,"ns/op",MIDDLE,1234,75
"perspective.circederivation.DecodeSumBenchmarks.decodeHandwritten:·gc.alloc.rate","avgt",1,30,7102.858184,30.396817,"MB/sec",MIDDLE,1234,75
"perspective.circederivation.DecodeSumBenchmarks.decodeHandwritten:·gc.alloc.rate.norm","avgt",1,30,304.000006,0.000009,"B/op",MIDDLE,1234,75
"perspective.circederivation.DecodeSumBenchmarks.decodeHandwritten:·gc.count","avgt",1,30,1741.000000,NaN,"counts",MIDDLE,1234,75
"perspective.circederivation.DecodeSumBenchmarks.decodeHandwritten:·gc.time","avgt",1,30,2524.000000,NaN,"ms",MIDDLE,1234,75
"perspective.circederivation.DecodeSumBenchmarks.decodeHandwritten","avgt",1,30,40.175127,0.093742,"ns/op",LAST,1234,1
"perspective.circederivation.DecodeSumBenchmarks.decodeHandwritten:·gc.alloc.rate","avgt",1,30,7216.208974,16.871291,"MB/sec",LAST,1234,1
"perspective.circederivation.DecodeSumBenchmarks.decodeHandwritten:·gc.alloc.rate.norm","avgt",1,30,304.000006,0.000009,"B/op",LAST,1234,1
"perspective.circederivation.DecodeSumBenchmarks.decodeHandwritten:·gc.count","avgt",1,30,1769.000000,NaN,"counts",LAST,1234,1
"perspective.circederivation.DecodeSumBenchmarks.decodeHandwritten:·gc.time","avgt",1,30,2535.000000,NaN,"ms",LAST,1234,1
"perspective.circederivation.DecodeSumBenchmarks.decodeHandwritten","avgt",1,30,40.569630,0.314737,"ns/op",LAST,1234,5
"perspective.circederivation.DecodeSumBenchmarks.decodeHandwritten:·gc.alloc.rate","avgt",1,30,7146.881020,54.914222,"MB/sec",LAST,1234,5
"perspective.circederivation.DecodeSumBenchmarks.decodeHandwritten:·gc.alloc.rate.norm","avgt",1,30,304.000006,0.000009,"B/op",LAST,1234,5
"perspective.circederivation.DecodeSumBenchmarks.decodeHandwritten:·gc.count","avgt",1,30,1751.000000,NaN,"counts",LAST,1234,5
"perspective.circederivation.DecodeSumBenchmarks.decodeHandwritten:·gc.time","avgt",1,30,2479.000000,NaN,"ms",LAST,1234,5
"perspective.circederivation.DecodeSumBenchmarks.decodeHandwritten","avgt",1,30,41.154930,0.930939,"ns/op",LAST,1234,10
"perspective.circederivation.DecodeSumBenchmarks.decodeHandwritten:·gc.alloc.rate","avgt",1,30,7051.990812,156.718208,"MB/sec",LAST,1234,10
"perspective.circederivation.DecodeSumBenchmarks.decodeHandwritten:·gc.alloc.rate.norm","avgt",1,30,304.000006,0.000009,"B/op",LAST,1234,10
"perspective.circederivation.DecodeSumBenchmarks.decodeHandwritten:·gc.count","avgt",1,30,1727.000000,NaN,"counts",LAST,1234,10
"perspective.circederivation.DecodeSumBenchmarks.decodeHandwritten:·gc.time","avgt",1,30,2390.000000,NaN,"ms",LAST,1234,10
"perspective.circederivation.DecodeSumBenchmarks.decodeHandwritten","avgt",1,30,40.785100,0.258353,"ns/op",LAST,1234,22
"perspective.circederivation.DecodeSumBenchmarks.decodeHandwritten:·gc.alloc.rate","avgt",1,30,7108.799672,44.784881,"MB/sec",LAST,1234,22
"perspective.circederivation.DecodeSumBenchmarks.decodeHandwritten:·gc.alloc.rate.norm","avgt",1,30,304.000006,0.000009,"B/op",LAST,1234,22
"perspective.circederivation.DecodeSumBenchmarks.decodeHandwritten:·gc.count","avgt",1,30,1743.000000,NaN,"counts",LAST,1234,22
"perspective.circederivation.DecodeSumBenchmarks.decodeHandwritten:·gc.time","avgt",1,30,2540.000000,NaN,"ms",LAST,1234,22
"perspective.circederivation.DecodeSumBenchmarks.decodeHandwritten","avgt",1,30,40.150155,0.286116,"ns/op",LAST,1234,23
"perspective.circederivation.DecodeSumBenchmarks.decodeHandwritten:·gc.alloc.rate","avgt",1,30,7221.391031,51.234007,"MB/sec",LAST,1234,23
"perspective.circederivation.DecodeSumBenchmarks.decodeHandwritten:·gc.alloc.rate.norm","avgt",1,30,304.000006,0.000009,"B/op",LAST,1234,23
"perspective.circederivation.DecodeSumBenchmarks.decodeHandwritten:·gc.count","avgt",1,30,1771.000000,NaN,"counts",LAST,1234,23
"perspective.circederivation.DecodeSumBenchmarks.decodeHandwritten:·gc.time","avgt",1,30,2533.000000,NaN,"ms",LAST,1234,23
"perspective.circederivation.DecodeSumBenchmarks.decodeHandwritten","avgt",1,30,40.442159,0.185616,"ns/op",LAST,1234,50
"perspective.circederivation.DecodeSumBenchmarks.decodeHandwritten:·gc.alloc.rate","avgt",1,30,7168.796139,32.879089,"MB/sec",LAST,1234,50
"perspective.circederivation.DecodeSumBenchmarks.decodeHandwritten:·gc.alloc.rate.norm","avgt",1,30,304.000006,0.000009,"B/op",LAST,1234,50
"perspective.circederivation.DecodeSumBenchmarks.decodeHandwritten:·gc.count","avgt",1,30,1757.000000,NaN,"counts",LAST,1234,50
"perspective.circederivation.DecodeSumBenchmarks.decodeHandwritten:·gc.time","avgt",1,30,2466.000000,NaN,"ms",LAST,1234,50
"perspective.circederivation.DecodeSumBenchmarks.decodeHandwritten","avgt",1,30,40.201662,0.144860,"ns/op",LAST,1234,75
"perspective.circederivation.DecodeSumBenchmarks.decodeHandwritten:·gc.alloc.rate","avgt",1,30,7211.557144,25.711094,"MB/sec",LAST,1234,75
"perspective.circederivation.DecodeSumBenchmarks.decodeHandwritten:·gc.alloc.rate.norm","avgt",1,30,304.000006,0.000009,"B/op",LAST,1234,75
"perspective.circederivation.DecodeSumBenchmarks.decodeHandwritten:·gc.count","avgt",1,30,1767.000000,NaN,"counts",LAST,1234,75
"perspective.circederivation.DecodeSumBenchmarks.decodeHandwritten:·gc.time","avgt",1,30,2524.000000,NaN,"ms",LAST,1234,75
"perspective.circederivation.DecodeSumBenchmarks.decodeMagnolia","avgt",1,30,40.668578,0.246142,"ns/op",FIRST,1234,1
"perspective.circederivation.DecodeSumBenchmarks.decodeMagnolia:·gc.alloc.rate","avgt",1,30,7129.134926,43.126083,"MB/sec",FIRST,1234,1
"perspective.circederivation.DecodeSumBenchmarks.decodeMagnolia:·gc.alloc.rate.norm","avgt",1,30,304.000006,0.000009,"B/op",FIRST,1234,1
"perspective.circederivation.DecodeSumBenchmarks.decodeMagnolia:·gc.count","avgt",1,30,1747.000000,NaN,"counts",FIRST,1234,1
"perspective.circederivation.DecodeSumBenchmarks.decodeMagnolia:·gc.time","avgt",1,30,2481.000000,NaN,"ms",FIRST,1234,1
"perspective.circederivation.DecodeSumBenchmarks.decodeMagnolia","avgt",1,30,40.645060,0.215261,"ns/op",FIRST,1234,5
"perspective.circederivation.DecodeSumBenchmarks.decodeMagnolia:·gc.alloc.rate","avgt",1,30,7133.105462,37.600379,"MB/sec",FIRST,1234,5
"perspective.circederivation.DecodeSumBenchmarks.decodeMagnolia:·gc.alloc.rate.norm","avgt",1,30,304.000006,0.000009,"B/op",FIRST,1234,5
"perspective.circederivation.DecodeSumBenchmarks.decodeMagnolia:·gc.count","avgt",1,30,1746.000000,NaN,"counts",FIRST,1234,5
"perspective.circederivation.DecodeSumBenchmarks.decodeMagnolia:·gc.time","avgt",1,30,2505.000000,NaN,"ms",FIRST,1234,5
"perspective.circederivation.DecodeSumBenchmarks.decodeMagnolia","avgt",1,30,40.667495,0.204349,"ns/op",FIRST,1234,10
"perspective.circederivation.DecodeSumBenchmarks.decodeMagnolia:·gc.alloc.rate","avgt",1,30,7129.135421,35.836993,"MB/sec",FIRST,1234,10
"perspective.circederivation.DecodeSumBenchmarks.decodeMagnolia:·gc.alloc.rate.norm","avgt",1,30,304.000006,0.000009,"B/op",FIRST,1234,10
"perspective.circederivation.DecodeSumBenchmarks.decodeMagnolia:·gc.count","avgt",1,30,1747.000000,NaN,"counts",FIRST,1234,10
"perspective.circederivation.DecodeSumBenchmarks.decodeMagnolia:·gc.time","avgt",1,30,2469.000000,NaN,"ms",FIRST,1234,10
"perspective.circederivation.DecodeSumBenchmarks.decodeMagnolia","avgt",1,30,40.578115,0.189948,"ns/op",FIRST,1234,22
"perspective.circederivation.DecodeSumBenchmarks.decodeMagnolia:·gc.alloc.rate","avgt",1,30,7144.790798,33.382532,"MB/sec",FIRST,1234,22
"perspective.circederivation.DecodeSumBenchmarks.decodeMagnolia:·gc.alloc.rate.norm","avgt",1,30,304.000006,0.000009,"B/op",FIRST,1234,22
"perspective.circederivation.DecodeSumBenchmarks.decodeMagnolia:·gc.count","avgt",1,30,1750.000000,NaN,"counts",FIRST,1234,22
"perspective.circederivation.DecodeSumBenchmarks.decodeMagnolia:·gc.time","avgt",1,30,2529.000000,NaN,"ms",FIRST,1234,22
"perspective.circederivation.DecodeSumBenchmarks.decodeMagnolia","avgt",1,30,40.679541,0.110394,"ns/op",FIRST,1234,23
"perspective.circederivation.DecodeSumBenchmarks.decodeMagnolia:·gc.alloc.rate","avgt",1,30,7126.759446,19.276297,"MB/sec",FIRST,1234,23
"perspective.circederivation.DecodeSumBenchmarks.decodeMagnolia:·gc.alloc.rate.norm","avgt",1,30,304.000006,0.000009,"B/op",FIRST,1234,23
"perspective.circederivation.DecodeSumBenchmarks.decodeMagnolia:·gc.count","avgt",1,30,1746.000000,NaN,"counts",FIRST,1234,23
"perspective.circederivation.DecodeSumBenchmarks.decodeMagnolia:·gc.time","avgt",1,30,2508.000000,NaN,"ms",FIRST,1234,23
"perspective.circederivation.DecodeSumBenchmarks.decodeMagnolia","avgt",1,30,40.364218,0.410664,"ns/op",FIRST,1234,50
"perspective.circederivation.DecodeSumBenchmarks.decodeMagnolia:·gc.alloc.rate","avgt",1,30,7183.928579,72.746189,"MB/sec",FIRST,1234,50
