"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: depsClasspath","Param: extraArgs","Param: genType","Param: resident","Param: sourceFilesStr","Param: sourcePattern","Param: sourceRoot","Param: typeSize"
"perspective.circederivationcompiletime.CompileBenchmark.compile","avgt",1,30,77.807964,0.809028,"ms/op",C:\DevProjects\Stable\perspective-derivation-performance\scala2\circe-derivation-compiletime\src\main\resources;C:\Users\Benchmark\AppData\Local\Coursier\Cache\v1\https\repo1.maven.org\maven2\io\circe\circe-core_2.13\0.14.3\circe-core_2.13-0.14.3.jar;C:\Users\Benchmark\AppData\Local\Coursier\Cache\v1\https\repo1.maven.org\maven2\io\circe\circe-generic_2.13\0.14.3\circe-generic_2.13-0.14.3.jar;C:\Users\Benchmark\AppData\Local\Coursier\Cache\v1\https\repo1.maven.org\maven2\io\circe\circe-derivation_2.13\0.13.0-M5\circe-derivation_2.13-0.13.0-M5.jar;C:\Users\Benchmark\.ivy2\local\net.katsstuff\perspectivescala2-derivation_2.13\0.2.0-SNAPSHOT\jars\perspectivescala2-derivation_2.13.jar;C:\Users\Benchmark\AppData\Local\Coursier\Cache\v1\https\repo1.maven.org\maven2\com\softwaremill\magnolia1_2\magnolia_2.13\1.1.3\magnolia_2.13-1.1.3.jar;C:\Users\Benchmark\AppData\Local\Coursier\Cache\v1\https\repo1.maven.org\maven2\org\scala-lang\scala-reflect\2.13.9\scala-reflect-2.13.9.jar;C:\Users\Benchmark\AppData\Local\Coursier\Cache\v1\https\repo1.maven.org\maven2\org\scala-lang\scala-library\2.13.9\scala-library-2.13.9.jar;C:\Users\Benchmark\AppData\Local\Coursier\Cache\v1\https\repo1.maven.org\maven2\io\circe\circe-numbers_2.13\0.14.3\circe-numbers_2.13-0.14.3.jar;C:\Users\Benchmark\AppData\Local\Coursier\Cache\v1\https\repo1.maven.org\maven2\org\typelevel\cats-core_2.13\2.8.0\cats-core_2.13-2.8.0.jar;C:\Users\Benchmark\AppData\Local\Coursier\Cache\v1\https\repo1.maven.org\maven2\com\chuusai\shapeless_2.13\2.3.10\shapeless_2.13-2.3.10.jar;C:\Users\Benchmark\.ivy2\local\net.katsstuff\perspectivescala2_2.13\0.2.0-SNAPSHOT\jars\perspectivescala2_2.13.jar;C:\Users\Benchmark\AppData\Local\Coursier\Cache\v1\https\repo1.maven.org\maven2\org\typelevel\cats-kernel_2.13\2.8.0\cats-kernel_2.13-2.8.0.jar;C:\Users\Benchmark\AppData\Local\Coursier\Cache\v1\https\repo1.maven.org\maven2\org\typelevel\simulacrum_2.13\1.0.1\simulacrum_2.13-1.0.1.jar,,Shapeless2,false,,BenchmarkCaseClass{0}Derives{1},C:\DevProjects\Stable\perspective-derivation-performance\scala2\circe-derivation-compiletime\src\main\resources\perspective\circederivationcompiletime,1
"perspective.circederivationcompiletime.CompileBenchmark.compile:·gc.alloc.rate","avgt",1,30,416.778119,4.313304,"MB/sec",C:\DevProjects\Stable\perspective-derivation-performance\scala2\circe-derivation-compiletime\src\main\resources;C:\Users\Benchmark\AppData\Local\Coursier\Cache\v1\https\repo1.maven.org\maven2\io\circe\circe-core_2.13\0.14.3\circe-core_2.13-0.14.3.jar;C:\Users\Benchmark\AppData\Local\Coursier\Cache\v1\https\repo1.maven.org\maven2\io\circe\circe-generic_2.13\0.14.3\circe-generic_2.13-0.14.3.jar;C:\Users\Benchmark\AppData\Local\Coursier\Cache\v1\https\repo1.maven.org\maven2\io\circe\circe-derivation_2.13\0.13.0-M5\circe-derivation_2.13-0.13.0-M5.jar;C:\Users\Benchmark\.ivy2\local\net.katsstuff\perspectivescala2-derivation_2.13\0.2.0-SNAPSHOT\jars\perspectivescala2-derivation_2.13.jar;C:\Users\Benchmark\AppData\Local\Coursier\Cache\v1\https\repo1.maven.org\maven2\com\softwaremill\magnolia1_2\magnolia_2.13\1.1.3\magnolia_2.13-1.1.3.jar;C:\Users\Benchmark\AppData\Local\Coursier\Cache\v1\https\repo1.maven.org\maven2\org\scala-lang\scala-reflect\2.13.9\scala-reflect-2.13.9.jar;C:\Users\Benchmark\AppData\Local\Coursier\Cache\v1\https\repo1.maven.org\maven2\org\scala-lang\scala-library\2.13.9\scala-library-2.13.9.jar;C:\Users\Benchmark\AppData\Local\Coursier\Cache\v1\https\repo1.maven.org\maven2\io\circe\circe-numbers_2.13\0.14.3\circe-numbers_2.13-0.14.3.jar;C:\Users\Benchmark\AppData\Local\Coursier\Cache\v1\https\repo1.maven.org\maven2\org\typelevel\cats-core_2.13\2.8.0\cats-core_2.13-2.8.0.jar;C:\Users\Benchmark\AppData\Local\Coursier\Cache\v1\https\repo1.maven.org\maven2\com\chuusai\shapeless_2.13\2.3.10\shapeless_2.13-2.3.10.jar;C:\Users\Benchmark\.ivy2\local\net.katsstuff\perspectivescala2_2.13\0.2.0-SNAPSHOT\jars\perspectivescala2_2.13.jar;C:\Users\Benchmark\AppData\Local\Coursier\Cache\v1\https\repo1.maven.org\maven2\org\typelevel\cats-kernel_2.13\2.8.0\cats-kernel_2.13-2.8.0.jar;C:\Users\Benchmark\AppData\Local\Coursier\Cache\v1\https\repo1.maven.org\maven2\org\typelevel\simulacrum_2.13\1.0.1\simulacrum_2.13-1.0.1.jar,,Shapeless2,false,,BenchmarkCaseClass{0}Derives{1},C:\DevProjects\Stable\perspective-derivation-performance\scala2\circe-derivation-compiletime\src\main\resources\perspective\circederivationcompiletime,1
"perspective.circederivationcompiletime.CompileBenchmark.compile:·gc.alloc.rate.norm","avgt",1,30,33997679.252814,9145.062668,"B/op",C:\DevProjects\Stable\perspective-derivation-performance\scala2\circe-derivation-compiletime\src\main\resources;C:\Users\Benchmark\AppData\Local\Coursier\Cache\v1\https\repo1.maven.org\maven2\io\circe\circe-core_2.13\0.14.3\circe-core_2.13-0.14.3.jar;C:\Users\Benchmark\AppData\Local\Coursier\Cache\v1\https\repo1.maven.org\maven2\io\circe\circe-generic_2.13\0.14.3\circe-generic_2.13-0.14.3.jar;C:\Users\Benchmark\AppData\Local\Coursier\Cache\v1\https\repo1.maven.org\maven2\io\circe\circe-derivation_2.13\0.13.0-M5\circe-derivation_2.13-0.13.0-M5.jar;C:\Users\Benchmark\.ivy2\local\net.katsstuff\perspectivescala2-derivation_2.13\0.2.0-SNAPSHOT\jars\perspectivescala2-derivation_2.13.jar;C:\Users\Benchmark\AppData\Local\Coursier\Cache\v1\https\repo1.maven.org\maven2\com\softwaremill\magnolia1_2\magnolia_2.13\1.1.3\magnolia_2.13-1.1.3.jar;C:\Users\Benchmark\AppData\Local\Coursier\Cache\v1\https\repo1.maven.org\maven2\org\scala-lang\scala-reflect\2.13.9\scala-reflect-2.13.9.jar;C:\Users\Benchmark\AppData\Local\Coursier\Cache\v1\https\repo1.maven.org\maven2\org\scala-lang\scala-library\2.13.9\scala-library-2.13.9.jar;C:\Users\Benchmark\AppData\Local\Coursier\Cache\v1\https\repo1.maven.org\maven2\io\circe\circe-numbers_2.13\0.14.3\circe-numbers_2.13-0.14.3.jar;C:\Users\Benchmark\AppData\Local\Coursier\Cache\v1\https\repo1.maven.org\maven2\org\typelevel\cats-core_2.13\2.8.0\cats-core_2.13-2.8.0.jar;C:\Users\Benchmark\AppData\Local\Coursier\Cache\v1\https\repo1.maven.org\maven2\com\chuusai\shapeless_2.13\2.3.10\shapeless_2.13-2.3.10.jar;C:\Users\Benchmark\.ivy2\local\net.katsstuff\perspectivescala2_2.13\0.2.0-SNAPSHOT\jars\perspectivescala2_2.13.jar;C:\Users\Benchmark\AppData\Local\Coursier\Cache\v1\https\repo1.maven.org\maven2\org\typelevel\cats-kernel_2.13\2.8.0\cats-kernel_2.13-2.8.0.jar;C:\Users\Benchmark\AppData\Local\Coursier\Cache\v1\https\repo1.maven.org\maven2\org\typelevel\simulacrum_2.13\1.0.1\simulacrum_2.13-1.0.1.jar,,Shapeless2,false,,BenchmarkCaseClass{0}Derives{1},C:\DevProjects\Stable\perspective-derivation-performance\scala2\circe-derivation-compiletime\src\main\resources\perspective\circederivationcompiletime,1
"perspective.circederivationcompiletime.CompileBenchmark.compile:·gc.count","avgt",1,30,108.000000,NaN,"counts",C:\DevProjects\Stable\perspective-derivation-performance\scala2\circe-derivation-compiletime\src\main\resources;C:\Users\Benchmark\AppData\Local\Coursier\Cache\v1\https\repo1.maven.org\maven2\io\circe\circe-core_2.13\0.14.3\circe-core_2.13-0.14.3.jar;C:\Users\Benchmark\AppData\Local\Coursier\Cache\v1\https\repo1.maven.org\maven2\io\circe\circe-generic_2.13\0.14.3\circe-generic_2.13-0.14.3.jar;C:\Users\Benchmark\AppData\Local\Coursier\Cache\v1\https\repo1.maven.org\maven2\io\circe\circe-derivation_2.13\0.13.0-M5\circe-derivation_2.13-0.13.0-M5.jar;C:\Users\Benchmark\.ivy2\local\net.katsstuff\perspectivescala2-derivation_2.13\0.2.0-SNAPSHOT\jars\perspectivescala2-derivation_2.13.jar;C:\Users\Benchmark\AppData\Local\Coursier\Cache\v1\https\repo1.maven.org\maven2\com\softwaremill\magnolia1_2\magnolia_2.13\1.1.3\magnolia_2.13-1.1.3.jar;C:\Users\Benchmark\AppData\Local\Coursier\Cache\v1\https\repo1.maven.org\maven2\org\scala-lang\scala-reflect\2.13.9\scala-reflect-2.13.9.jar;C:\Users\Benchmark\AppData\Local\Coursier\Cache\v1\https\repo1.maven.org\maven2\org\scala-lang\scala-library\2.13.9\scala-library-2.13.9.jar;C:\Users\Benchmark\AppData\Local\Coursier\Cache\v1\https\repo1.maven.org\maven2\io\circe\circe-numbers_2.13\0.14.3\circe-numbers_2.13-0.14.3.jar;C:\Users\Benchmark\AppData\Local\Coursier\Cache\v1\https\repo1.maven.org\maven2\org\typelevel\cats-core_2.13\2.8.0\cats-core_2.13-2.8.0.jar;C:\Users\Benchmark\AppData\Local\Coursier\Cache\v1\https\repo1.maven.org\maven2\com\chuusai\shapeless_2.13\2.3.10\shapeless_2.13-2.3.10.jar;C:\Users\Benchmark\.ivy2\local\net.katsstuff\perspectivescala2_2.13\0.2.0-SNAPSHOT\jars\perspectivescala2_2.13.jar;C:\Users\Benchmark\AppData\Local\Coursier\Cache\v1\https\repo1.maven.org\maven2\org\typelevel\cats-kernel_2.13\2.8.0\cats-kernel_2.13-2.8.0.jar;C:\Users\Benchmark\AppData\Local\Coursier\Cache\v1\https\repo1.maven.org\maven2\org\typelevel\simulacrum_2.13\1.0.1\simulacrum_2.13-1.0.1.jar,,Shapeless2,false,,BenchmarkCaseClass{0}Derives{1},C:\DevProjects\Stable\perspective-derivation-performance\scala2\circe-derivation-compiletime\src\main\resources\perspective\circederivationcompiletime,1
"perspective.circederivationcompiletime.CompileBenchmark.compile:·gc.time","avgt",1,30,1383.000000,NaN,"ms",C:\DevProjects\Stable\perspective-derivation-performance\scala2\circe-derivation-compiletime\src\main\resources;C:\Users\Benchmark\AppData\Local\Coursier\Cache\v1\https\repo1.maven.org\maven2\io\circe\circe-core_2.13\0.14.3\circe-core_2.13-0.14.3.jar;C:\Users\Benchmark\AppData\Local\Coursier\Cache\v1\https\repo1.maven.org\maven2\io\circe\circe-generic_2.13\0.14.3\circe-generic_2.13-0.14.3.jar;C:\Users\Benchmark\AppData\Local\Coursier\Cache\v1\https\repo1.maven.org\maven2\io\circe\circe-derivation_2.13\0.13.0-M5\circe-derivation_2.13-0.13.0-M5.jar;C:\Users\Benchmark\.ivy2\local\net.katsstuff\perspectivescala2-derivation_2.13\0.2.0-SNAPSHOT\jars\perspectivescala2-derivation_2.13.jar;C:\Users\Benchmark\AppData\Local\Coursier\Cache\v1\https\repo1.maven.org\maven2\com\softwaremill\magnolia1_2\magnolia_2.13\1.1.3\magnolia_2.13-1.1.3.jar;C:\Users\Benchmark\AppData\Local\Coursier\Cache\v1\https\repo1.maven.org\maven2\org\scala-lang\scala-reflect\2.13.9\scala-reflect-2.13.9.jar;C:\Users\Benchmark\AppData\Local\Coursier\Cache\v1\https\repo1.maven.org\maven2\org\scala-lang\scala-library\2.13.9\scala-library-2.13.9.jar;C:\Users\Benchmark\AppData\Local\Coursier\Cache\v1\https\repo1.maven.org\maven2\io\circe\circe-numbers_2.13\0.14.3\circe-numbers_2.13-0.14.3.jar;C:\Users\Benchmark\AppData\Local\Coursier\Cache\v1\https\repo1.maven.org\maven2\org\typelevel\cats-core_2.13\2.8.0\cats-core_2.13-2.8.0.jar;C:\Users\Benchmark\AppData\Local\Coursier\Cache\v1\https\repo1.maven.org\maven2\com\chuusai\shapeless_2.13\2.3.10\shapeless_2.13-2.3.10.jar;C:\Users\Benchmark\.ivy2\local\net.katsstuff\perspectivescala2_2.13\0.2.0-SNAPSHOT\jars\perspectivescala2_2.13.jar;C:\Users\Benchmark\AppData\Local\Coursier\Cache\v1\https\repo1.maven.org\maven2\org\typelevel\cats-kernel_2.13\2.8.0\cats-kernel_2.13-2.8.0.jar;C:\Users\Benchmark\AppData\Local\Coursier\Cache\v1\https\repo1.maven.org\maven2\org\typelevel\simulacrum_2.13\1.0.1\simulacrum_2.13-1.0.1.jar,,Shapeless2,false,,BenchmarkCaseClass{0}Derives{1},C:\DevProjects\Stable\perspective-derivation-performance\scala2\circe-derivation-compiletime\src\main\resources\perspective\circederivationcompiletime,1
"perspective.circederivationcompiletime.CompileBenchmark.compile","avgt",1,30,94.827172,0.757587,"ms/op",C:\DevProjects\Stable\perspective-derivation-performance\scala2\circe-derivation-compiletime\src\main\resources;C:\Users\Benchmark\AppData\Local\Coursier\Cache\v1\https\repo1.maven.org\maven2\io\circe\circe-core_2.13\0.14.3\circe-core_2.13-0.14.3.jar;C:\Users\Benchmark\AppData\Local\Coursier\Cache\v1\https\repo1.maven.org\maven2\io\circe\circe-generic_2.13\0.14.3\circe-generic_2.13-0.14.3.jar;C:\Users\Benchmark\AppData\Local\Coursier\Cache\v1\https\repo1.maven.org\maven2\io\circe\circe-derivation_2.13\0.13.0-M5\circe-derivation_2.13-0.13.0-M5.jar;C:\Users\Benchmark\.ivy2\local\net.katsstuff\perspectivescala2-derivation_2.13\0.2.0-SNAPSHOT\jars\perspectivescala2-derivation_2.13.jar;C:\Users\Benchmark\AppData\Local\Coursier\Cache\v1\https\repo1.maven.org\maven2\com\softwaremill\magnolia1_2\magnolia_2.13\1.1.3\magnolia_2.13-1.1.3.jar;C:\Users\Benchmark\AppData\Local\Coursier\Cache\v1\https\repo1.maven.org\maven2\org\scala-lang\scala-reflect\2.13.9\scala-reflect-2.13.9.jar;C:\Users\Benchmark\AppData\Local\Coursier\Cache\v1\https\repo1.maven.org\maven2\org\scala-lang\scala-library\2.13.9\scala-library-2.13.9.jar;C:\Users\Benchmark\AppData\Local\Coursier\Cache\v1\https\repo1.maven.org\maven2\io\circe\circe-numbers_2.13\0.14.3\circe-numbers_2.13-0.14.3.jar;C:\Users\Benchmark\AppData\Local\Coursier\Cache\v1\https\repo1.maven.org\maven2\org\typelevel\cats-core_2.13\2.8.0\cats-core_2.13-2.8.0.jar;C:\Users\Benchmark\AppData\Local\Coursier\Cache\v1\https\repo1.maven.org\maven2\com\chuusai\shapeless_2.13\2.3.10\shapeless_2.13-2.3.10.jar;C:\Users\Benchmark\.ivy2\local\net.katsstuff\perspectivescala2_2.13\0.2.0-SNAPSHOT\jars\perspectivescala2_2.13.jar;C:\Users\Benchmark\AppData\Local\Coursier\Cache\v1\https\repo1.maven.org\maven2\org\typelevel\cats-kernel_2.13\2.8.0\cats-kernel_2.13-2.8.0.jar;C:\Users\Benchmark\AppData\Local\Coursier\Cache\v1\https\repo1.maven.org\maven2\org\typelevel\simulacrum_2.13\1.0.1\simulacrum_2.13-1.0.1.jar,,Shapeless2,false,,BenchmarkCaseClass{0}Derives{1},C:\DevProjects\Stable\perspective-derivation-performance\scala2\circe-derivation-compiletime\src\main\resources\perspective\circederivationcompiletime,5
"perspective.circederivationcompiletime.CompileBenchmark.compile:·gc.alloc.rate","avgt",1,30,403.330488,3.295194,"MB/sec",C:\DevProjects\Stable\perspective-derivation-performance\scala2\circe-derivation-compiletime\src\main\resources;C:\Users\Benchmark\AppData\Local\Coursier\Cache\v1\https\repo1.maven.org\maven2\io\circe\circe-core_2.13\0.14.3\circe-core_2.13-0.14.3.jar;C:\Users\Benchmark\AppData\Local\Coursier\Cache\v1\https\repo1.maven.org\maven2\io\circe\circe-generic_2.13\0.14.3\circe-generic_2.13-0.14.3.jar;C:\Users\Benchmark\AppData\Local\Coursier\Cache\v1\https\repo1.maven.org\maven2\io\circe\circe-derivation_2.13\0.13.0-M5\circe-derivation_2.13-0.13.0-M5.jar;C:\Users\Benchmark\.ivy2\local\net.katsstuff\perspectivescala2-derivation_2.13\0.2.0-SNAPSHOT\jars\perspectivescala2-derivation_2.13.jar;C:\Users\Benchmark\AppData\Local\Coursier\Cache\v1\https\repo1.maven.org\maven2\com\softwaremill\magnolia1_2\magnolia_2.13\1.1.3\magnolia_2.13-1.1.3.jar;C:\Users\Benchmark\AppData\Local\Coursier\Cache\v1\https\repo1.maven.org\maven2\org\scala-lang\scala-reflect\2.13.9\scala-reflect-2.13.9.jar;C:\Users\Benchmark\AppData\Local\Coursier\Cache\v1\https\repo1.maven.org\maven2\org\scala-lang\scala-library\2.13.9\scala-library-2.13.9.jar;C:\Users\Benchmark\AppData\Local\Coursier\Cache\v1\https\repo1.maven.org\maven2\io\circe\circe-numbers_2.13\0.14.3\circe-numbers_2.13-0.14.3.jar;C:\Users\Benchmark\AppData\Local\Coursier\Cache\v1\https\repo1.maven.org\maven2\org\typelevel\cats-core_2.13\2.8.0\cats-core_2.13-2.8.0.jar;C:\Users\Benchmark\AppData\Local\Coursier\Cache\v1\https\repo1.maven.org\maven2\com\chuusai\shapeless_2.13\2.3.10\shapeless_2.13-2.3.10.jar;C:\Users\Benchmark\.ivy2\local\net.katsstuff\perspectivescala2_2.13\0.2.0-SNAPSHOT\jars\perspectivescala2_2.13.jar;C:\Users\Benchmark\AppData\Local\Coursier\Cache\v1\https\repo1.maven.org\maven2\org\typelevel\cats-kernel_2.13\2.8.0\cats-kernel_2.13-2.8.0.jar;C:\Users\Benchmark\AppData\Local\Coursier\Cache\v1\https\repo1.maven.org\maven2\org\typelevel\simulacrum_2.13\1.0.1\simulacrum_2.13-1.0.1.jar,,Shapeless2,false,,BenchmarkCaseClass{0}Derives{1},C:\DevProjects\Stable\perspective-derivation-performance\scala2\circe-derivation-compiletime\src\main\resources\perspective\circederivationcompiletime,5
"perspective.circederivationcompiletime.CompileBenchmark.compile:·gc.alloc.rate.norm","avgt",1,30,40100998.813149,66486.434007,"B/op",C:\DevProjects\Stable\perspective-derivation-performance\scala2\circe-derivation-compiletime\src\main\resources;C:\Users\Benchmark\AppData\Local\Coursier\Cache\v1\https\repo1.maven.org\maven2\io\circe\circe-core_2.13\0.14.3\circe-core_2.13-0.14.3.jar;C:\Users\Benchmark\AppData\Local\Coursier\Cache\v1\https\repo1.maven.org\maven2\io\circe\circe-generic_2.13\0.14.3\circe-generic_2.13-0.14.3.jar;C:\Users\Benchmark\AppData\Local\Coursier\Cache\v1\https\repo1.maven.org\maven2\io\circe\circe-derivation_2.13\0.13.0-M5\circe-derivation_2.13-0.13.0-M5.jar;C:\Users\Benchmark\.ivy2\local\net.katsstuff\perspectivescala2-derivation_2.13\0.2.0-SNAPSHOT\jars\perspectivescala2-derivation_2.13.jar;C:\Users\Benchmark\AppData\Local\Coursier\Cache\v1\https\repo1.maven.org\maven2\com\softwaremill\magnolia1_2\magnolia_2.13\1.1.3\magnolia_2.13-1.1.3.jar;C:\Users\Benchmark\AppData\Local\Coursier\Cache\v1\https\repo1.maven.org\maven2\org\scala-lang\scala-reflect\2.13.9\scala-reflect-2.13.9.jar;C:\Users\Benchmark\AppData\Local\Coursier\Cache\v1\https\repo1.maven.org\maven2\org\scala-lang\scala-library\2.13.9\scala-library-2.13.9.jar;C:\Users\Benchmark\AppData\Local\Coursier\Cache\v1\https\repo1.maven.org\maven2\io\circe\circe-numbers_2.13\0.14.3\circe-numbers_2.13-0.14.3.jar;C:\Users\Benchmark\AppData\Local\Coursier\Cache\v1\https\repo1.maven.org\maven2\org\typelevel\cats-core_2.13\2.8.0\cats-core_2.13-2.8.0.jar;C:\Users\Benchmark\AppData\Local\Coursier\Cache\v1\https\repo1.maven.org\maven2\com\chuusai\shapeless_2.13\2.3.10\shapeless_2.13-2.3.10.jar;C:\Users\Benchmark\.ivy2\local\net.katsstuff\perspectivescala2_2.13\0.2.0-SNAPSHOT\jars\perspectivescala2_2.13.jar;C:\Users\Benchmark\AppData\Local\Coursier\Cache\v1\https\repo1.maven.org\maven2\org\typelevel\cats-kernel_2.13\2.8.0\cats-kernel_2.13-2.8.0.jar;C:\Users\Benchmark\AppData\Local\Coursier\Cache\v1\https\repo1.maven.org\maven2\org\typelevel\simulacrum_2.13\1.0.1\simulacrum_2.13-1.0.1.jar,,Shapeless2,false,,BenchmarkCaseClass{0}Derives{1},C:\DevProjects\Stable\perspective-derivation-performance\scala2\circe-derivation-compiletime\src\main\resources\perspective\circederivationcompiletime,5
"perspective.circederivationcompiletime.CompileBenchmark.compile:·gc.count","avgt",1,30,104.000000,NaN,"counts",C:\DevProjects\Stable\perspective-derivation-performance\scala2\circe-derivation-compiletime\src\main\resources;C:\Users\Benchmark\AppData\Local\Coursier\Cache\v1\https\repo1.maven.org\maven2\io\circe\circe-core_2.13\0.14.3\circe-core_2.13-0.14.3.jar;C:\Users\Benchmark\AppData\Local\Coursier\Cache\v1\https\repo1.maven.org\maven2\io\circe\circe-generic_2.13\0.14.3\circe-generic_2.13-0.14.3.jar;C:\Users\Benchmark\AppData\Local\Coursier\Cache\v1\https\repo1.maven.org\maven2\io\circe\circe-derivation_2.13\0.13.0-M5\circe-derivation_2.13-0.13.0-M5.jar;C:\Users\Benchmark\.ivy2\local\net.katsstuff\perspectivescala2-derivation_2.13\0.2.0-SNAPSHOT\jars\perspectivescala2-derivation_2.13.jar;C:\Users\Benchmark\AppData\Local\Coursier\Cache\v1\https\repo1.maven.org\maven2\com\softwaremill\magnolia1_2\magnolia_2.13\1.1.3\magnolia_2.13-1.1.3.jar;C:\Users\Benchmark\AppData\Local\Coursier\Cache\v1\https\repo1.maven.org\maven2\org\scala-lang\scala-reflect\2.13.9\scala-reflect-2.13.9.jar;C:\Users\Benchmark\AppData\Local\Coursier\Cache\v1\https\repo1.maven.org\maven2\org\scala-lang\scala-library\2.13.9\scala-library-2.13.9.jar;C:\Users\Benchmark\AppData\Local\Coursier\Cache\v1\https\repo1.maven.org\maven2\io\circe\circe-numbers_2.13\0.14.3\circe-numbers_2.13-0.14.3.jar;C:\Users\Benchmark\AppData\Local\Coursier\Cache\v1\https\repo1.maven.org\maven2\org\typelevel\cats-core_2.13\2.8.0\cats-core_2.13-2.8.0.jar;C:\Users\Benchmark\AppData\Local\Coursier\Cache\v1\https\repo1.maven.org\maven2\com\chuusai\shapeless_2.13\2.3.10\shapeless_2.13-2.3.10.jar;C:\Users\Benchmark\.ivy2\local\net.katsstuff\perspectivescala2_2.13\0.2.0-SNAPSHOT\jars\perspectivescala2_2.13.jar;C:\Users\Benchmark\AppData\Local\Coursier\Cache\v1\https\repo1.maven.org\maven2\org\typelevel\cats-kernel_2.13\2.8.0\cats-kernel_2.13-2.8.0.jar;C:\Users\Benchmark\AppData\Local\Coursier\Cache\v1\https\repo1.maven.org\maven2\org\typelevel\simulacrum_2.13\1.0.1\simulacrum_2.13-1.0.1.jar,,Shapeless2,false,,BenchmarkCaseClass{0}Derives{1},C:\DevProjects\Stable\perspective-derivation-performance\scala2\circe-derivation-compiletime\src\main\resources\perspective\circederivationcompiletime,5
"perspective.circederivationcompiletime.CompileBenchmark.compile:·gc.time","avgt",1,30,1035.000000,NaN,"ms",C:\DevProjects\Stable\perspective-derivation-performance\scala2\circe-derivation-compiletime\src\main\resources;C:\Users\Benchmark\AppData\Local\Coursier\Cache\v1\https\repo1.maven.org\maven2\io\circe\circe-core_2.13\0.14.3\circe-core_2.13-0.14.3.jar;C:\Users\Benchmark\AppData\Local\Coursier\Cache\v1\https\repo1.maven.org\maven2\io\circe\circe-generic_2.13\0.14.3\circe-generic_2.13-0.14.3.jar;C:\Users\Benchmark\AppData\Local\Coursier\Cache\v1\https\repo1.maven.org\maven2\io\circe\circe-derivation_2.13\0.13.0-M5\circe-derivation_2.13-0.13.0-M5.jar;C:\Users\Benchmark\.ivy2\local\net.katsstuff\perspectivescala2-derivation_2.13\0.2.0-SNAPSHOT\jars\perspectivescala2-derivation_2.13.jar;C:\Users\Benchmark\AppData\Local\Coursier\Cache\v1\https\repo1.maven.org\maven2\com\softwaremill\magnolia1_2\magnolia_2.13\1.1.3\magnolia_2.13-1.1.3.jar;C:\Users\Benchmark\AppData\Local\Coursier\Cache\v1\https\repo1.maven.org\maven2\org\scala-lang\scala-reflect\2.13.9\scala-reflect-2.13.9.jar;C:\Users\Benchmark\AppData\Local\Coursier\Cache\v1\https\repo1.maven.org\maven2\org\scala-lang\scala-library\2.13.9\scala-library-2.13.9.jar;C:\Users\Benchmark\AppData\Local\Coursier\Cache\v1\https\repo1.maven.org\maven2\io\circe\circe-numbers_2.13\0.14.3\circe-numbers_2.13-0.14.3.jar;C:\Users\Benchmark\AppData\Local\Coursier\Cache\v1\https\repo1.maven.org\maven2\org\typelevel\cats-core_2.13\2.8.0\cats-core_2.13-2.8.0.jar;C:\Users\Benchmark\AppData\Local\Coursier\Cache\v1\https\repo1.maven.org\maven2\com\chuusai\shapeless_2.13\2.3.10\shapeless_2.13-2.3.10.jar;C:\Users\Benchmark\.ivy2\local\net.katsstuff\perspectivescala2_2.13\0.2.0-SNAPSHOT\jars\perspectivescala2_2.13.jar;C:\Users\Benchmark\AppData\Local\Coursier\Cache\v1\https\repo1.maven.org\maven2\org\typelevel\cats-kernel_2.13\2.8.0\cats-kernel_2.13-2.8.0.jar;C:\Users\Benchmark\AppData\Local\Coursier\Cache\v1\https\repo1.maven.org\maven2\org\typelevel\simulacrum_2.13\1.0.1\simulacrum_2.13-1.0.1.jar,,Shapeless2,false,,BenchmarkCaseClass{0}Derives{1},C:\DevProjects\Stable\perspective-derivation-performance\scala2\circe-derivation-compiletime\src\main\resources\perspective\circederivationcompiletime,5
